nse_symbol,industry,Stock Price (Rs),Market Cap (Rs Cr),P/E ratio,FA T,FA T-1,FA T-2,FA T-3,FA YoY (T),FA YoY (T-1),FA YoY (T-2),Sales T,Sales T-3,Sales 3y CAGR,NP T,NP T-3,NP 3y CAGR,Op Profit T,Capital Base T,ROCE T,OPM % T,PRIMARY_match,SECONDARY_match
ONESOURCE,,1473.3,16206.3,,6233.0,6118.0,863.0,1361.0,0.018796992481203034,6.089223638470452,-0.36590742101396034,1422.0,39.0,2.3159781724072173,-74.0,-800.0,,304.0,7335.0,0.0414451261077028,21.0,False,False
NTPCGREEN,,92.32,77788.83,148.9,39202.0,21816.0,17573.0,14758.0,0.7969380271360469,0.2414499516303421,0.1907440032524732,2858.0,170.0,1.5617560332242197,521.0,171.0,0.44970800711463554,2475.0,50681.0,0.04883486908308834,87.0,False,False
INOXWIND,INDUSTRIAL MANUFACTURING,75.49,13044.67,32.26,2825.0,2291.0,1843.0,1619.0,0.23308598865124397,0.24308193163320668,0.1383570105003089,3896.0,583.0,0.88357737197831,547.0,-315.0,,727.0,7969.0,0.09122851047810265,19.0,False,False
SAGILITY,,39.95,18692.6,34.74,9356.0,8997.0,8667.0,8607.0,0.03990218961876191,0.038075458636206205,0.006971070059254014,1717.0,281.0,0.828189983228832,271.0,4.0,3.0766469311184537,512.0,10770.0,0.047539461467038066,30.0,False,False
PREMIERENE,,891.65,40124.25,26.75,1747.0,978.0,1203.0,592.0,0.7862985685071575,-0.18703241895261846,1.0320945945945947,7824.0,1429.0,0.7625124942140413,1510.0,-13.0,,2377.0,8014.0,0.29660593960569004,30.0,False,False
PWL,,87.3,24967.8,-1091.25,1833.0,1586.0,1464.0,1121.0,0.15573770491803285,0.08333333333333326,0.30597680642283676,3900.0,744.0,0.7371229466099198,-24.0,-84.0,,370.0,5572.0,0.06640344580043073,9.0,False,False
BSE,FINANCIAL SERVICES,2683.5,110023.5,43.77,686.0,300.0,285.0,252.0,1.2866666666666666,0.05263157894736836,0.13095238095238093,4834.0,925.0,0.7353548921137967,2487.0,206.0,1.2940498712550577,3079.0,6673.0,0.4614116589240222,64.0,False,False
LLOYDSME,,1271.7,71215.2,19.44,13169.0,1691.0,1235.0,532.0,6.787699586043761,0.36923076923076925,1.3214285714285716,17113.0,3353.0,0.7217266387561525,3829.0,-289.0,,6205.0,34587.0,0.17940266574146355,36.0,False,False
NETWEB,,3098.8,,,58.0,49.0,44.0,23.0,0.18367346938775508,0.11363636363636354,0.9130434782608696,2184.0,445.0,0.6994075407851077,206.0,47.0,0.6365267963806975,285.0,1005.0,0.2835820895522388,13.0,False,False
MCX,,2389.4,60929.7,45.76,419.0,412.0,379.0,150.0,0.016990291262136026,0.0870712401055409,1.5266666666666668,2154.0,449.0,0.6865521942809889,1029.0,130.0,0.9929237105405624,1322.0,2853.0,0.46337188923939715,61.0,False,False
GROWW,,150.12,93674.88,45.22,253.0,402.0,396.0,321.0,-0.37064676616915426,0.015151515151515138,0.23364485981308403,4645.0,1142.0,0.5962706853727828,2083.0,458.0,0.6568172108444417,2744.0,9944.0,0.2759452936444087,59.0,False,False
TECHNOE,,985.1,11328.65,24.17,510.0,70.0,76.0,81.0,6.285714285714286,-0.07894736842105265,-0.06172839506172845,3252.0,967.0,0.49821688611732395,542.0,218.0,0.35471393353906944,448.0,4229.0,0.10593520926933081,14.0,False,False
KAYNES,,3429.6,22978.32,63.18,1732.0,845.0,319.0,132.0,1.0497041420118345,1.6489028213166144,1.4166666666666665,3626.0,1126.0,0.47671426357442903,364.0,95.0,0.5648015205382595,574.0,5661.0,0.10139551316021904,16.0,False,False
ZENTEC,,1279.0,11511.0,59.68,241.0,208.0,93.0,75.0,0.15865384615384626,1.236559139784946,0.24,688.0,219.0,0.4645856495203262,218.0,50.0,0.6336618340607569,245.0,1908.0,0.12840670859538783,36.0,False,False
JAINREC,,456.5,15749.25,45.33,114.0,89.0,79.0,74.0,0.2808988764044944,0.12658227848101267,0.06756756756756754,9543.0,3064.0,0.46037835564926866,347.0,92.0,0.5566126273296634,558.0,2837.0,0.19668664081776524,6.0,False,False
IKS,,1328.4,,31.61,,1790.0,1833.0,59.0,,-0.02345881069285327,30.06779661016949,3194.0,1031.0,0.4577803173352124,722.0,305.0,0.3327410848755561,1082.0,,,34.0,False,False
SWANCORP,,300.0,9300.0,34.29,3806.0,3734.0,4148.0,4225.0,0.019282271023031594,-0.0998071359691417,-0.01822485207100588,4371.0,1438.0,0.4485738473300094,271.0,-61.0,,-204.0,9639.0,-0.021164021164021163,-5.0,False,False
SUZLON,INDUSTRIAL MANUFACTURING,39.56,54296.1,16.98,2309.0,1780.0,886.0,866.0,0.29719101123595504,1.0090293453724604,0.023094688221708903,16732.0,5971.0,0.4098305859156086,3163.0,2887.0,0.030902206912570618,3022.0,10020.0,0.3015968063872255,18.0,False,False
PTCIL,,14985.0,,221.21,,644.0,449.0,233.0,,0.4342984409799555,0.9270386266094421,603.0,219.0,0.40160100135512367,102.0,26.0,0.5771594697396814,132.0,,,22.0,False,False
GRSE,,1972.8,,,584.0,515.0,493.0,508.0,0.13398058252427192,0.04462474645030423,-0.029527559055118058,7002.0,2561.0,0.39831229396408085,748.0,228.0,0.48589772220597327,795.0,2664.0,0.29842342342342343,11.0,False,False
KALYANKJIL,,375.9,38830.47,28.74,3312.0,2846.0,2299.0,1903.0,0.16373858046380896,0.23792953458025234,0.20809248554913284,31027.0,11584.0,0.3887596155514088,1285.0,390.0,0.48803395107788994,2124.0,12426.0,0.17093191694833415,7.0,False,False
POLICYBZR,,1427.8,66392.7,98.6,441.0,418.0,359.0,313.0,0.055023923444976086,0.1643454038997214,0.14696485623003186,6794.0,2558.0,0.3848678531427956,670.0,-488.0,,508.0,7672.0,0.0662148070907195,7.0,False,False
ANANTRAJ,,405.7,14605.2,26.31,1793.0,1367.0,1314.0,1305.0,0.3116313094367227,0.04033485540334847,0.006896551724137945,2512.0,957.0,0.3794392077445752,557.0,149.0,0.5519925859578589,656.0,6470.0,0.10139103554868624,26.0,False,False
URBANCO,,118.86,17353.56,-78.2,158.0,127.0,117.0,121.0,0.2440944881889764,0.08547008547008539,-0.03305785123966942,1081.0,425.0,0.36504066068141916,-195.0,-161.0,,-235.0,2279.0,-0.1031154014918824,-22.0,False,False
CRAFTSMAN,,6977.0,16744.8,43.35,4676.0,3670.0,2567.0,2124.0,0.2741144414168937,0.4296844565640825,0.2085687382297552,8069.0,3183.0,0.36351847130321846,384.0,251.0,0.15226534638242128,1238.0,6887.0,0.17975896616814288,15.0,False,False
TBOTEK,,1057.3,11630.3,46.99,1633.0,345.0,349.0,136.0,3.7333333333333334,-0.011461318051575908,1.5661764705882355,2677.0,1065.0,0.3596681398095962,244.0,148.0,0.1813430672863927,370.0,2307.0,0.16038144776766364,14.0,False,False
CHALET,,702.3,15380.37,23.84,5693.0,5210.0,4406.0,3854.0,0.09270633397312866,0.18247843849296408,0.143227815256876,2770.0,1128.0,0.3491395996951112,645.0,183.0,0.5218419158562881,1187.0,6066.0,0.19568084404879657,43.0,False,False
PGEL,,469.9,13627.1,,1540.0,1136.0,783.0,578.0,0.3556338028169015,0.450830140485313,0.3546712802768166,5288.0,2160.0,0.347760006993022,197.0,77.0,0.36770310749461244,387.0,3646.0,0.10614371914426769,7.0,False,False
TRENT,CONSUMER GOODS,3295.8,118648.8,68.14,5519.0,3895.0,2450.0,4527.0,0.41694480102695763,0.5897959183673469,-0.4588027391208306,20074.0,8242.0,0.3454485754885879,1721.0,394.0,0.6346629380050819,3673.0,9546.0,0.3847684894196522,18.0,False,False
HBLENGINE,,614.8,17214.4,20.91,441.0,397.0,354.0,320.0,0.11083123425692687,0.12146892655367236,0.10624999999999996,3303.0,1369.0,0.34122521178933485,814.0,98.0,1.0251915643785052,1113.0,2282.0,0.48773006134969327,34.0,False,False
KPITTECH,,634.75,17265.2,20.72,3991.0,1972.0,1915.0,1684.0,1.0238336713995944,0.02976501305483037,0.13717339667458428,5842.0,2432.0,0.33926338030146663,840.0,276.0,0.4491835690654089,1230.0,4379.0,0.2808860470427038,19.0,False,False
CEMPRO,,510.95,8686.15,23.55,1168.0,1074.0,1081.0,847.0,0.08752327746741151,-0.00647548566142464,0.2762691853600945,9097.0,3809.0,0.33668499845940913,373.0,69.0,0.7550382268277611,868.0,3304.0,0.2627118644067797,10.0,False,False
SYRMA,,773.1,14920.83,46.91,1463.0,1144.0,1075.0,532.0,0.27884615384615374,0.06418604651162796,1.0206766917293235,4819.0,2048.0,0.33007355270953664,346.0,123.0,0.4116390459740018,545.0,3263.0,0.16702421084891203,11.0,False,False
NIVABUPA,,70.21,,,88.0,66.0,58.0,52.0,0.33333333333333326,0.13793103448275867,0.11538461538461542,6695.0,2853.0,0.32887134472698043,131.0,13.0,1.1599447771749323,125.0,4036.0,0.03097125867195243,2.0,False,False
LENSKART,,499.3,86628.55,175.81,7798.0,6231.0,5501.0,5067.0,0.25148451291927465,0.13270314488274848,0.08565225971975532,8814.0,3788.0,0.3251174058463737,501.0,-64.0,,1749.0,11835.0,0.14778200253485424,20.0,False,False
ETERNAL,,228.98,210432.62,602.58,12675.0,9532.0,6448.0,6344.0,0.3297314309693664,0.47828784119106693,0.016393442622950838,10899.0,4707.0,0.3229623497593035,2655.0,117.0,1.831128323163001,1399.0,35572.0,0.03932868548296413,13.0,False,False
GODREJPROP,CONSTRUCTION,1471.3,44433.26,23.95,1711.0,1271.0,997.0,218.0,0.34618410700236035,0.27482447342026073,3.5733944954128436,5131.0,2252.0,0.31586461818825184,1841.0,621.0,0.43654994365793365,-453.0,35050.0,-0.012924393723252497,-9.0,False,False
COFORGE,,1114.7,37342.45,24.06,6760.0,6096.0,2353.0,2312.0,0.1089238845144358,1.5907352316192096,0.01773356401384074,9572.0,4230.0,0.31286712719603904,1393.0,732.0,0.23921504788570624,1009.0,10265.0,0.09829517778860204,11.0,False,False
JYOTICNC,,721.85,16241.62,48.87,746.0,469.0,322.0,283.0,0.5906183368869935,0.4565217391304348,0.13780918727915203,2093.0,929.0,0.3109451005281436,336.0,-5.0,,527.0,2854.0,0.1846531184302733,25.0,False,False
ANANDRATHI,,3035.4,25497.36,63.69,191.0,188.0,152.0,136.0,0.015957446808510634,0.23684210526315796,0.11764705882352944,1253.0,559.0,0.3087190406342706,397.0,169.0,0.3293354937098716,586.0,1082.0,0.5415896487985212,47.0,False,False
GMRAIRPORT,,84.75,89496.0,498.53,29016.0,28218.0,28737.0,15157.0,0.0282798213906017,-0.01806034032780035,0.895955664049614,14807.0,6674.0,0.3042483361416446,472.0,-840.0,,5757.0,40803.0,0.14109256672303508,39.0,False,False
AEGISVOPAK,,161.65,17910.82,57.73,6650.0,4600.0,3491.0,3030.0,0.44565217391304346,0.31767401890575764,0.15214521452145213,642.0,290.0,0.30330384562945056,273.0,5.0,2.793710741559845,493.0,8022.0,0.061455996010969835,,False,False
MEESHO,,140.4,64022.4,-47.27,195.0,96.0,112.0,56.0,1.03125,-0.1428571428571429,1.0,12626.0,5735.0,0.3009006207410485,-1358.0,-1675.0,,-1485.0,4449.0,-0.3337828725556305,-12.0,False,False
ADANIGREEN,ENERGY,806.9,132896.43,88.48,102153.0,79914.0,62284.0,48336.0,0.2782866581575194,0.2830582493096141,0.2885633896060906,11212.0,5133.0,0.2974897677610051,2001.0,489.0,0.5994821944046211,8889.0,123510.0,0.07196988098129706,79.0,False,False
TITAN,CONSUMER GOODS,3951.4,351674.6,69.15,6906.0,4062.0,3709.0,2998.0,0.7001477104874445,0.09517390132111081,0.2371581054036025,87584.0,40575.0,0.29237559737181407,5073.0,3274.0,0.15716528347005987,8355.0,30254.0,0.2761618298406822,10.0,False,False
CARTRADE,,1650.0,7920.0,35.42,1522.0,1497.0,1489.0,1042.0,0.016700066800267255,0.005372733378106176,0.4289827255278311,779.0,364.0,0.2886807999294758,244.0,40.0,0.8271601368635204,257.0,2624.0,0.09794207317073171,33.0,False,False
CHOICEIN,,610.1,13605.23,62.45,393.0,260.0,134.0,126.0,0.5115384615384615,0.9402985074626866,0.06349206349206349,27.7,12.98,0.2874637965455109,5.09,2.29,0.3050508484330676,10.04,2580.0,0.003891472868217054,36.25,False,False
COCHINSHIP,INDUSTRIAL MANUFACTURING,1193.1,31497.84,43.8,3164.0,3047.0,968.0,953.0,0.03839842468001309,2.147727272727273,0.015739769150052485,5022.0,2365.0,0.2853316086531994,717.0,305.0,0.32965745265230506,811.0,7545.0,0.1074884029158383,16.0,False,False
360ONE,,949.6,38933.6,,3969.0,1281.0,940.0,880.0,2.098360655737705,0.3627659574468085,0.06818181818181812,4362.0,2057.0,0.284745553247274,1216.0,658.0,0.22716387025367513,2707.0,25767.0,0.1050568556681026,62.0,False,False
OLECTRA,,966.25,7971.56,44.69,574.0,355.0,330.0,356.0,0.6169014084507043,0.07575757575757569,-0.0730337078651685,2312.0,1091.0,0.28446130769878764,180.0,67.0,0.39016356168885524,330.0,1608.0,0.20522388059701493,14.0,False,False
NUVAMA,,1161.1,20899.8,,289.0,312.0,290.0,284.0,-0.07371794871794868,0.07586206896551717,0.021126760563380254,4631.0,2223.0,0.2771594056695206,1040.0,305.0,0.5051432431473317,2441.0,15665.0,0.15582508777529525,53.0,False,False
ADANIENSOL,,934.9,112281.49,49.21,46804.0,39555.0,38920.0,32645.0,0.18326380988497037,0.016315519013360813,0.19221932914688322,27588.0,13293.0,0.27555465161981685,2393.0,1281.0,0.23158537475761087,7989.0,74603.0,0.10708684637347024,29.0,False,False
CDSL,FINANCIAL SERVICES,1119.4,23395.46,51.3,502.0,446.0,342.0,125.0,0.12556053811659185,0.30409356725146197,1.7360000000000002,1145.0,555.0,0.2730266668779695,455.0,276.0,0.18131967759649625,582.0,1962.0,0.2966360856269113,51.0,False,False
ATHERENERG,,754.0,,,865.0,616.0,459.0,544.0,0.40422077922077926,0.34204793028322444,-0.15625,3672.0,1781.0,0.2727592177342544,-517.0,-864.0,,-408.0,3236.0,-0.1260815822002472,-11.0,False,False
POLYCAB,,6843.5,103336.85,38.56,3740.0,3011.0,2338.0,2067.0,0.24211225506476253,0.28785286569717705,0.13110788582486688,28884.0,14108.0,0.2697862747858697,2708.0,1283.0,0.28274599649933574,4006.0,12245.0,0.3271539403838301,14.0,False,False
ANTHEM,,656.25,36750.0,62.26,783.0,705.0,483.0,449.0,0.11063829787234036,0.45962732919254656,0.07572383073496658,2089.0,1057.0,0.2549347659316483,671.0,386.0,0.20238921417447275,851.0,3095.0,0.2749596122778675,41.0,False,False
LATENTVIEW,,251.15,5274.15,26.24,397.0,401.0,28.0,23.0,-0.009975062344139696,13.321428571428571,0.21739130434782616,1060.0,539.0,0.2528691052822778,202.0,155.0,0.09229486106095175,236.0,1789.0,0.13191727221911684,22.0,False,False
NYKAA,,235.0,67210.0,335.71,1008.0,835.0,668.0,699.0,0.2071856287425149,0.25,-0.044349070100143106,10022.0,5144.0,0.2489675248284311,204.0,21.0,1.1337176886843636,752.0,2676.0,0.28101644245142005,8.0,False,False
RADICO,CONSUMER GOODS,2629.3,35495.55,58.25,1911.0,1811.0,1700.0,1234.0,0.0552181115405852,0.06529411764705872,0.3776337115072934,6050.0,3133.0,0.24527420837636105,604.0,220.0,0.4002473279797061,1021.0,3814.0,0.267697954902989,17.0,False,False
DOMS,,2298.4,14020.24,60.6,793.0,690.0,498.0,320.0,0.14927536231884053,0.3855421686746987,0.5562499999999999,2050.0,1082.0,0.23739645294921918,220.0,89.0,0.3521064713790405,351.0,1361.0,0.25789860396767084,17.0,False,False
AFFLE,,1449.1,20287.4,44.85,1525.0,1221.0,1144.0,786.0,0.24897624897624904,0.06730769230769229,0.4554707379134859,2709.0,1434.0,0.2361939616707529,455.0,245.0,0.2291789212788069,610.0,3667.0,0.16634851377147533,23.0,False,False
DEVYANI,,94.59,11634.57,-305.13,5686.0,4622.0,4216.0,2427.0,0.2302033751622674,0.09629981024667922,0.7371240214256283,5611.0,2998.0,0.2323560837431784,-43.0,263.0,,849.0,5375.0,0.15795348837209303,15.0,False,False
ADANIPORTS,SERVICES,1312.6,302554.3,23.62,131669.0,89616.0,75148.0,72224.0,0.4692577218353866,0.19252674721882146,0.040485157288435936,38736.0,20852.0,0.2292937831245141,12782.0,5391.0,0.333449257218295,22851.0,159525.0,0.14324400564174894,59.0,False,False
ERIS,PHARMA,1297.2,18160.8,29.01,5188.0,5306.0,4319.0,2568.0,-0.022238974745571016,0.22852512155591564,0.6818535825545171,3129.0,1685.0,0.22914151075358236,648.0,374.0,0.20106856690478225,1120.0,6262.0,0.17885659533695306,36.0,False,False
CPPLUS,,1798.3,21579.6,57.56,826.0,740.0,70.0,65.0,0.11621621621621614,9.571428571428571,0.07692307692307687,4221.0,2285.0,0.22699572402200974,368.0,108.0,0.5047858118246671,566.0,2057.0,0.27515799708313077,13.0,False,False
HINDCOPPER,METALS,453.5,43898.8,47.74,1922.0,1731.0,1430.0,1326.0,0.11034084344309658,0.2104895104895106,0.07843137254901955,3078.0,1677.0,0.22436766333255886,919.0,295.0,0.46048745799982593,1462.0,3454.0,0.4232773595830921,48.0,False,False
MAXHEALTH,,962.3,93631.79,64.93,12992.0,11502.0,8784.0,7039.0,0.1295426882281343,0.30942622950819665,0.24790453189373496,8373.0,4563.0,0.22426906028285232,1442.0,1104.0,0.09311384676976941,2243.0,14225.0,0.15768014059753954,27.0,False,False
BAJAJFINSV,FINANCIAL SERVICES,1631.8,261088.0,26.65,6800.0,6297.0,5455.0,4336.0,0.07987930760679696,0.15435380384967923,0.2580719557195572,150504.0,82072.0,0.2240082411597737,19669.0,12210.0,0.17225530138853618,56743.0,507829.0,0.11173643096396621,38.0,False,False
EICHERMOT,AUTOMOBILE,6586.0,177822.0,38.14,4385.0,3473.0,2914.0,2690.0,0.26259717823207596,0.19183253260123534,0.0832713754646841,18870.0,10298.0,0.2236944891724817,4734.0,1677.0,0.41329144582733357,4723.0,25614.0,0.1843913484812993,25.0,False,False
JSWENERGY,ENERGY,471.6,82812.96,37.02,74578.0,54155.0,28946.0,25020.0,0.37712122611023924,0.8708975333379396,0.1569144684252597,18901.0,10332.0,0.22301972526162062,2762.0,1480.0,0.23117745142834312,10064.0,107697.0,0.09344735693659062,53.0,False,False
KFINTECH,,876.55,15164.32,44.0,1834.0,803.0,764.0,691.0,1.2839352428393522,0.05104712041884807,0.1056439942112879,1301.0,720.0,0.218002744010642,344.0,196.0,0.20624110479536695,529.0,1729.0,0.3059572006940428,41.0,False,False
SAILIFE,,972.0,20412.0,,1815.0,1488.0,1180.0,1037.0,0.219758064516129,0.2610169491525425,0.1378977820636451,2192.0,1217.0,0.21669948397597394,349.0,10.0,2.2679480372687824,631.0,2772.0,0.22763347763347763,29.0,False,False
FORCEMOT,,19405.0,25226.5,21.1,2222.0,1969.0,2031.0,2094.0,0.12849162011173187,-0.030526834071885722,-0.03008595988538687,9057.0,5029.0,0.21665537014111114,1212.0,134.0,1.083527676729184,1483.0,4194.0,0.3536003814973772,16.0,False,False
PVRINOX,,918.6,9002.28,27.0,13373.0,13906.0,14478.0,14209.0,-0.038328778944340613,-0.039508219367315967,0.018931663030473667,6391.0,3559.0,0.2154775539001661,268.0,-333.0,,2063.0,14157.0,0.1457229639047821,32.0,False,False
GODFRYPHLP,CONSUMER GOODS,1873.5,29039.25,19.15,812.0,732.0,893.0,932.0,0.1092896174863387,-0.18029115341545354,-0.04184549356223177,6391.0,3562.0,0.21513622348235928,1526.0,690.0,0.302872190579379,1585.0,6446.0,0.2458889233633261,25.0,False,False
NAM-INDIA,,801.65,51145.27,33.44,916.0,868.0,331.0,305.0,0.055299539170506895,1.6223564954682779,0.08524590163934431,2709.0,1512.0,0.21456027185364057,1529.0,723.0,0.28358035807932613,1795.0,4734.0,0.37917194761301226,66.0,False,False
MOTILALOFS,FINANCIAL SERVICES,632.75,37965.0,20.37,769.0,768.0,603.0,466.0,0.0013020833333332593,0.2736318407960199,0.29399141630901293,4759.0,2666.0,0.2130681120630733,923.0,569.0,0.17497820692413102,1940.0,34143.0,0.05681984594206719,41.0,False,False
PIRAMALFIN,,1834.5,41276.25,27.61,2468.0,3311.0,1768.0,1616.0,-0.25460585925702206,0.872737556561086,0.09405940594059414,11852.0,6644.0,0.21279483762363172,1506.0,-7401.0,,7051.0,108137.0,0.06520432414437241,59.0,False,False
CGPOWER,INDUSTRIAL MANUFACTURING,655.05,103170.37,85.52,2086.0,1479.0,1059.0,971.0,0.4104124408384042,0.39660056657223786,0.09062821833161694,12418.0,6973.0,0.21211547749294302,1199.0,963.0,0.0757985765950342,1625.0,8088.0,0.20091493570722058,13.0,False,False
SWIGGY,,260.05,67873.05,,4558.0,3631.0,2041.0,1505.0,0.2553015698154779,0.779029887310142,0.35614617940199333,8258.0,4653.0,0.21072992096652698,-3419.0,-3758.0,,-30.0,20865.0,-0.0014378145219266715,-0.0,False,False
GLAND,,1696.1,27137.6,27.2,4492.0,4147.0,3947.0,1571.0,0.08319266939956593,0.0506713959969598,1.5124124761298536,6431.0,3625.0,0.21057072216242023,1027.0,781.0,0.09556917202770787,1630.0,10641.0,0.15318109200263133,25.0,False,False
PERSISTENT,IT,4877.2,77059.76,41.25,2883.0,2541.0,2221.0,2341.0,0.13459268004722547,0.14407924358397128,-0.051260145237078225,14748.0,8351.0,0.20873625451350053,1865.0,921.0,0.26514334496919223,2795.0,8315.0,0.3361395069152135,19.0,False,False
LODHA,,677.0,67632.3,19.73,2651.0,1368.0,1169.0,1828.0,0.9378654970760234,0.1702309666381523,-0.36050328227571116,16676.0,9470.0,0.20757459891193553,3431.0,490.0,0.9131170666704371,4921.0,33182.0,0.1483032969682358,30.0,False,False
AMBER,,6549.0,22921.5,129.73,5879.0,3040.0,2825.0,2222.0,0.9338815789473685,0.07610619469026547,0.2713771377137715,12186.0,6927.0,0.20717989922957059,226.0,164.0,0.11281130854130428,862.0,7074.0,0.12185467910658751,7.0,False,False
ZYDUSWELL,CONSUMER GOODS,426.35,13643.2,68.77,8596.0,5125.0,4708.0,4732.0,0.6772682926829268,0.08857264231096007,-0.005071851225697421,3961.0,2255.0,0.20657067378716154,197.0,310.0,-0.14025793251324403,510.0,9029.0,0.05648466053826559,13.0,False,False
TVSMOTOR,AUTOMOBILE,3363.8,161462.4,52.95,10200.0,7644.0,5891.0,5748.0,0.3343799058084773,0.2975725683245629,0.02487821851078631,56070.0,31974.0,0.20589972232574016,3186.0,1309.0,0.3451437816383862,8352.0,42356.0,0.19718575880630843,15.0,False,False
UNOMINDA,,1031.6,59317.0,49.76,5665.0,4749.0,3931.0,3316.0,0.19288271214992636,0.20808954464512852,0.18546441495778043,19658.0,11236.0,0.204968979712576,1284.0,700.0,0.2241153049806488,2251.0,9569.0,0.23523879193228134,11.0,False,False
TRITURBINE,INDUSTRIAL MANUFACTURING,439.85,14075.2,39.99,363.0,323.0,283.0,269.0,0.1238390092879258,0.14134275618374548,0.052044609665427455,2181.0,1248.0,0.20451910675517815,349.0,193.0,0.2183050357165477,449.0,1482.0,0.3029689608636977,21.0,False,False
NH,HEALTHCARE SERVICES,1605.3,32748.12,40.72,7821.0,4266.0,2651.0,2336.0,0.8333333333333333,0.6092040739343645,0.13484589041095885,7896.0,4525.0,0.20391599757072543,806.0,607.0,0.09912929586373265,1611.0,10394.0,0.15499326534539157,20.0,False,False
TARIL,,254.35,7630.5,28.87,250.0,251.0,144.0,153.0,-0.003984063745019917,0.7430555555555556,-0.05882352941176472,2395.0,1375.0,0.20319016472405416,225.0,37.0,0.8252692246673468,313.0,1972.0,0.15872210953346855,13.0,False,False
RRKABEL,,1293.4,14744.76,29.72,1173.0,769.0,535.0,517.0,0.5253576072821846,0.4373831775700934,0.03481624758220514,9722.0,5599.0,0.20193703284293063,492.0,190.0,0.37321066363864785,784.0,2912.0,0.2692307692307692,8.0,False,False
BAJAJ-AUTO,AUTOMOBILE,8781.5,245882.0,22.84,13362.0,3677.0,3217.0,2842.0,2.633940712537395,0.14299036369288154,0.1319493314567206,62905.0,36455.0,0.19943307722459158,10574.0,6060.0,0.2038957850954921,13061.0,61545.0,0.2122187017629377,21.0,False,False
