metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,,,,,,,,110.19
EPS in Rs,,,,,,1.56,2.53,2.48,1.39,0.91,-1.12,-5.55
Equity Capital (Rs Cr),,,,,,986.0,986.0,986.0,986.0,986.0,986.0,1341.0
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Shares Outstanding,,,,,,986000000.0,986000000.0,986000000.0,986000000.0,986000000.0,986000000.0,1341000000.0
Market Cap (Rs Cr),,,,,,,,,,,,14776.48
P/E ratio,,,,,,,,,,,,-19.85
