metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,,,,,,2300.75,2424.75,2005.8
EPS in Rs,219.33,,,,,25.72,31.59,35.78,32.0,47.75,48.26,46.34
Equity Capital (Rs Cr),20.0,,,,,40.0,40.0,40.0,40.0,40.0,41.0,41.0
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shares Outstanding,200000000.0,,,,,400000000.0,400000000.0,400000000.0,400000000.0,400000000.0,410000000.0,410000000.0
Market Cap (Rs Cr),,,,,,,,,,92030.0,99414.75,82237.8
P/E ratio,,,,,,,,,,48.18,50.24,43.28
