metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),195.56,164.76,263.99,298.55,258.92,223.55,751.8,974.35,972.45,1080.9,864.9,583.25
EPS in Rs,23.41,30.24,38.98,95.49,45.37,274.97,10.06,49.37,90.93,10.52,9.22,-74.41
Equity Capital (Rs Cr),255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Shares Outstanding,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0,255000000.0
Market Cap (Rs Cr),4986.78,4201.38,6731.74,7613.02,6602.46,5700.52,19170.9,24845.92,24797.47,27562.95,22054.95,14872.88
P/E ratio,8.35,5.45,6.77,3.13,5.71,0.81,74.73,19.74,10.69,102.75,93.81,-7.84
