metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),12.21,11.64,11.82,11.15,7.2,2.66,5.43,12.56,12.57,29.27,22.58,22.14
EPS in Rs,0.77,0.91,1.02,1.31,1.21,1.03,0.17,0.3,0.6,0.5,5.37,0.7
Equity Capital (Rs Cr),351.0,351.0,351.0,351.0,351.0,351.0,351.0,604.0,604.0,604.0,604.0,604.0
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shares Outstanding,3510000000.0,3510000000.0,3510000000.0,3510000000.0,3510000000.0,3510000000.0,3510000000.0,6040000000.0,6040000000.0,6040000000.0,6040000000.0,6040000000.0
Market Cap (Rs Cr),4285.71,4085.64,4148.82,3913.65,2527.2,933.66,1905.93,7586.24,7592.28,17679.08,13638.32,13372.56
P/E ratio,15.86,12.79,11.59,8.51,5.95,2.58,31.94,41.87,20.95,58.54,4.2,31.63
