metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),94.9,74.8,106.05,151.5,119.8,17.0,110.1,271.85,292.5,465.6,350.45,368.4
EPS in Rs,9.49,8.93,0.86,9.99,11.29,1.0,-20.73,4.9,8.91,21.73,-1.26,6.67
Equity Capital (Rs Cr),38.0,47.0,47.0,47.0,54.0,54.0,54.0,153.0,154.0,154.0,155.0,162.0
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Shares Outstanding,190000000.0,235000000.0,235000000.0,235000000.0,270000000.0,270000000.0,270000000.0,765000000.0,770000000.0,770000000.0,775000000.0,810000000.0
Market Cap (Rs Cr),1803.1,1757.8,2492.18,3560.25,3234.6,459.0,2972.7,20796.53,22522.5,35851.2,27159.88,29840.4
P/E ratio,10.0,8.38,123.31,15.17,10.61,17.0,-5.31,55.48,32.83,21.43,-278.13,55.23
