metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),14.96,10.45,14.41,15.18,18.02,14.73,21.89,36.95,40.55,81.6,75.73,84.75
EPS in Rs,-5.16,-4.49,-0.94,-2.26,-5.93,-4.02,-4.63,-1.7,-0.3,-0.93,-0.37,0.17
Equity Capital (Rs Cr),436.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,604.0,1056.0,1056.0
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shares Outstanding,4360000000.0,6040000000.0,6040000000.0,6040000000.0,6040000000.0,6040000000.0,6040000000.0,6040000000.0,6040000000.0,6040000000.0,10560000000.0,10560000000.0
Market Cap (Rs Cr),6522.56,6311.8,8703.64,9168.72,10884.08,8896.92,13221.56,22317.8,24492.2,49286.4,79970.88,89496.0
P/E ratio,-2.9,-2.33,-15.33,-6.72,-3.04,-3.66,-4.73,-21.74,-135.17,-87.74,-204.68,498.53
