metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),106.09,89.8,115.16,125.48,147.34,72.73,107.49,238.5,324.35,591.15,787.55,570.95
EPS in Rs,-3.51,-1.75,-0.48,0.76,2.17,2.68,-5.45,-1.74,7.06,8.85,13.4,14.64
Equity Capital (Rs Cr),81.0,99.0,99.0,119.0,119.0,119.0,119.0,142.0,142.0,142.0,142.0,142.0
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shares Outstanding,810000000.0,990000000.0,990000000.0,1190000000.0,1190000000.0,1190000000.0,1190000000.0,1420000000.0,1420000000.0,1420000000.0,1420000000.0,1420000000.0
Market Cap (Rs Cr),8593.29,8890.2,11400.84,14932.12,17533.46,8654.87,12791.31,33867.0,46057.7,83943.3,111832.1,81074.9
P/E ratio,-30.23,-51.31,-239.92,165.11,67.9,27.14,-19.72,-137.07,45.94,66.8,58.77,39.0
