metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,,,,,,,760.85,972.0
EPS in Rs,,,,,8.16,16.48,,,,,,
Equity Capital (Rs Cr),,,,,16.0,16.0,17.0,18.0,18.0,18.0,21.0,21.0
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shares Outstanding,,,,,160000000.0,160000000.0,170000000.0,180000000.0,180000000.0,180000000.0,210000000.0,210000000.0
Market Cap (Rs Cr),,,,,,,,,,,15977.85,20412.0
P/E ratio,,,,,,,,,,,,
