metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,,,,,,,,87.3
EPS in Rs,,,,,,,,16.37,-13.57,-173.4,-0.99,-0.08
Equity Capital (Rs Cr),,,,,,,,6.0,6.0,6.0,218.0,286.0
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shares Outstanding,,,,,,,,60000000.0,60000000.0,60000000.0,2180000000.0,2860000000.0
Market Cap (Rs Cr),,,,,,,,,,,,24967.8
P/E ratio,,,,,,,,,,,,-1091.25
