metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),164.6,175.5,180.7,123.35,136.6,126.15,199.15,290.4,259.9,420.2,698.35,795.0
EPS in Rs,-3.1,0.4,8.14,-19.46,-3.96,0.77,-1.45,7.35,7.8,7.93,10.26,13.8
Equity Capital (Rs Cr),463.0,463.0,518.0,519.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Shares Outstanding,463000000.0,463000000.0,518000000.0,519000000.0,755000000.0,755000000.0,755000000.0,755000000.0,755000000.0,755000000.0,755000000.0,755000000.0
Market Cap (Rs Cr),7620.98,8125.65,9360.26,6401.86,10313.3,9524.33,15035.83,21925.2,19622.45,31725.1,52725.43,60022.5
P/E ratio,-53.1,438.75,22.2,-6.34,-34.49,163.83,-137.34,39.51,33.32,52.99,68.07,57.61
