metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),268.45,190.3,311.85,525.15,495.8,546.2,774.55,799.6,879.25,1075.05,1982.1,1909.8
EPS in Rs,13.8,12.27,16.35,23.64,24.63,36.36,45.3,52.08,68.46,55.78,70.14,66.31
Equity Capital (Rs Cr),29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shares Outstanding,290000000.0,290000000.0,290000000.0,290000000.0,290000000.0,290000000.0,290000000.0,290000000.0,290000000.0,290000000.0,290000000.0,300000000.0
Market Cap (Rs Cr),7785.05,5518.7,9043.65,15229.35,14378.2,15839.8,22461.95,23188.4,25498.25,31176.45,57480.9,57294.0
P/E ratio,19.45,15.51,19.07,22.21,20.13,15.02,17.1,15.35,12.84,19.27,28.26,28.8
