metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,,,,,,,104.24,105.3
EPS in Rs,,,,,,0.1,0.26,0.45,0.71,1.02,1.37,1.8
Equity Capital (Rs Cr),,,,,,4366.0,4484.0,4503.0,4507.0,4509.0,4597.0,4673.0
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Shares Outstanding,,,,,,4366000000.0,4484000000.0,4503000000.0,4507000000.0,4509000000.0,4597000000.0,4673000000.0
Market Cap (Rs Cr),,,,,,,,,,,47919.13,49206.69
P/E ratio,,,,,,,,,,,76.09,58.5
