metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,,,2478.3,3272.65,1268.25,1845.25,1592.4,1696.1
EPS in Rs,,,,,,49.88,60.94,73.75,47.42,46.9,42.4,62.35
Equity Capital (Rs Cr),,,,,,16.0,16.0,16.0,16.0,16.0,16.0,16.0
Face Value (Rs),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shares Outstanding,,,,,,160000000.0,160000000.0,160000000.0,160000000.0,160000000.0,160000000.0,160000000.0
Market Cap (Rs Cr),,,,,,,39652.8,52362.4,20292.0,29524.0,25478.4,27137.6
P/E ratio,,,,,,,40.67,44.37,26.75,39.34,37.56,27.2
