metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),107.4,139.0,295.35,424.25,411.7,215.2,501.15,1130.1,747.4,854.25,1079.15,1116.5
EPS in Rs,12.98,18.58,33.97,41.22,56.99,45.96,43.17,68.45,58.41,28.67,38.75,54.73
Equity Capital (Rs Cr),33.0,33.0,33.0,33.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Shares Outstanding,165000000.0,165000000.0,165000000.0,165000000.0,155000000.0,155000000.0,155000000.0,155000000.0,155000000.0,155000000.0,155000000.0,155000000.0
Market Cap (Rs Cr),1772.1,2293.5,4873.27,7000.12,6381.35,3335.6,7767.82,17516.55,11584.7,13240.88,16726.83,17305.75
P/E ratio,8.27,7.48,8.69,10.29,7.22,4.68,11.61,16.51,12.8,29.8,27.85,20.4
