metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,,,,,,1020.6,679.9,509.2
EPS in Rs,,,,,15.38,16.75,16.69,13.46,,,,
Equity Capital (Rs Cr),,,,,42.0,42.0,42.0,42.0,81.0,81.0,81.0,81.0
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Shares Outstanding,,,,,210000000.0,210000000.0,210000000.0,210000000.0,405000000.0,405000000.0,405000000.0,405000000.0
Market Cap (Rs Cr),,,,,,,,,,41334.3,27535.95,20622.6
P/E ratio,,,,,,,,,,,,
