metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),,,,,,,,,,,,394.8
EPS in Rs,,,,,,,,,,,,8.23
Equity Capital (Rs Cr),,,,,,,,,,,,736.0
Face Value (Rs),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Shares Outstanding,,,,,,,,,,,,3680000000.0
Market Cap (Rs Cr),,,,,,,,,,,,145286.4
P/E ratio,,,,,,,,,,,,47.97
