metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Stock Price (Rs),67.55,54.9,86.75,164.65,169.3,108.45,229.05,422.1,264.1,342.0,625.5,426.7
EPS in Rs,7.08,5.31,8.7,11.99,14.18,29.46,39.76,37.62,24.85,31.84,41.17,48.76
Equity Capital (Rs Cr),414.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,416.0,401.0,401.0,401.0
Face Value (Rs),10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Shares Outstanding,414000000.0,416000000.0,416000000.0,416000000.0,416000000.0,416000000.0,416000000.0,416000000.0,416000000.0,401000000.0,401000000.0,401000000.0
Market Cap (Rs Cr),2796.57,2283.84,3608.8,6849.44,7042.88,4511.52,9528.48,17559.36,10986.56,13714.2,25082.55,17110.67
P/E ratio,9.54,10.34,9.97,13.73,11.94,3.68,5.76,11.22,10.63,10.74,15.19,8.75
