metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,105.0,114.0,154.0,133.0,92.0,113.0,140.0
Inventory Days,382.0,467.0,535.0,524.0,420.0,369.0,399.0
Days Payable,155.0,158.0,179.0,296.0,75.0,113.0,119.0
Cash Conversion Cycle,332.0,423.0,510.0,361.0,436.0,369.0,419.0
Working Capital Days,109.0,175.0,191.0,189.0,192.0,168.0,158.0
ROCE %,19.0,16.0,22.0,11.0,10.0,15.0,
