metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Working Capital Days,-576.0,-532.0,-521.0,-720.0,-564.0,-670.0,-705.0,-690.0,-685.0,-661.0,-603.0,-599.0
ROCE %,27.0,23.0,24.0,17.0,31.0,27.0,27.0,19.0,21.0,23.0,24.0,22.0
