metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,95.0,116.0,136.0,111.0,98.0,99.0,93.0,85.0,88.0,89.0,85.0,112.0
Inventory Days,153.0,164.0,165.0,125.0,134.0,132.0,139.0,160.0,152.0,166.0,173.0,188.0
Days Payable,147.0,175.0,208.0,127.0,141.0,133.0,119.0,119.0,107.0,121.0,115.0,140.0
Cash Conversion Cycle,101.0,105.0,93.0,110.0,92.0,98.0,112.0,126.0,132.0,135.0,143.0,160.0
Working Capital Days,-111.0,65.0,-25.0,20.0,33.0,29.0,51.0,54.0,46.0,30.0,70.0,111.0
ROCE %,8.0,2.0,1.0,40.0,9.0,12.0,16.0,6.0,-3.0,0.0,8.0,19.0
