metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,20.0,17.0,26.0,17.0,22.0,21.0,16.0,9.0,8.0,8.0,7.0,9.0
Inventory Days,93.0,111.0,90.0,82.0,70.0,100.0,128.0,145.0,109.0,132.0,116.0,149.0
Days Payable,30.0,36.0,39.0,54.0,68.0,62.0,89.0,76.0,57.0,73.0,55.0,69.0
Cash Conversion Cycle,82.0,91.0,77.0,44.0,24.0,58.0,54.0,79.0,60.0,67.0,68.0,89.0
Working Capital Days,-58.0,-58.0,-65.0,17.0,5.0,17.0,9.0,8.0,7.0,36.0,28.0,146.0
ROCE %,7.0,8.0,5.0,5.0,9.0,10.0,13.0,13.0,12.0,14.0,21.0,18.0
