metric,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2024,Mar 2025,Mar 2026
Debtor Days,48.0,64.0,56.0,48.0,66.0,38.0,75.0,128.0,113.0,62.0,57.0,89.0
Inventory Days,92.0,101.0,102.0,136.0,147.0,160.0,158.0,140.0,127.0,176.0,81.0,88.0
Days Payable,28.0,51.0,33.0,54.0,75.0,19.0,27.0,71.0,13.0,151.0,78.0,84.0
Cash Conversion Cycle,112.0,114.0,126.0,130.0,138.0,179.0,206.0,198.0,228.0,87.0,60.0,93.0
Working Capital Days,149.0,164.0,72.0,48.0,40.0,44.0,85.0,46.0,45.0,59.0,10.0,82.0
ROCE %,23.0,21.0,20.0,17.0,13.0,12.0,1.0,-2.0,-29.0,26.0,,
