metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,19.0,18.0,21.0,23.0,30.0,19.0,19.0,15.0,15.0,22.0,23.0,18.0
Inventory Days,212.0,244.0,185.0,173.0,165.0,187.0,189.0,150.0,148.0,191.0,178.0,209.0
Days Payable,50.0,63.0,60.0,80.0,74.0,76.0,78.0,61.0,59.0,65.0,55.0,63.0
Cash Conversion Cycle,181.0,199.0,145.0,115.0,122.0,129.0,129.0,104.0,105.0,148.0,146.0,164.0
Working Capital Days,-6.0,51.0,45.0,31.0,32.0,35.0,36.0,31.0,20.0,39.0,45.0,144.0
ROCE %,47.0,40.0,36.0,34.0,34.0,32.0,28.0,33.0,39.0,36.0,37.0,39.0
