metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,15.0,72.0,23.0,12.0,57.0,38.0,32.0,37.0,43.0,58.0,26.0,56.0
Inventory Days,2.0,10.0,16.0,81.0,121.0,94.0,101.0,,,,,
Days Payable,12.0,78.0,344.0,451.0,516.0,487.0,575.0,,,,,
Cash Conversion Cycle,5.0,4.0,-306.0,12.0,57.0,38.0,32.0,37.0,-327.0,-337.0,-368.0,-418.0
Working Capital Days,-21.0,130.0,-122.0,4.0,4.0,-29.0,-13.0,-80.0,-38.0,54.0,39.0,182.0
ROCE %,-1.0,1.0,3.0,11.0,13.0,12.0,9.0,5.0,10.0,18.0,18.0,17.0
