metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,18.0,17.0,27.0,13.0,10.0,9.0,18.0,21.0,15.0,16.0,34.0,52.0
Inventory Days,248.0,257.0,187.0,179.0,218.0,199.0,222.0,247.0,190.0,242.0,224.0,233.0
Days Payable,49.0,42.0,45.0,52.0,99.0,74.0,70.0,75.0,75.0,67.0,56.0,55.0
Cash Conversion Cycle,217.0,231.0,169.0,140.0,130.0,134.0,170.0,192.0,131.0,191.0,202.0,230.0
Working Capital Days,39.0,74.0,70.0,30.0,9.0,21.0,33.0,42.0,21.0,56.0,89.0,147.0
ROCE %,18.0,14.0,12.0,10.0,16.0,20.0,15.0,17.0,22.0,23.0,26.0,33.0
