metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,80.0,85.0,70.0,84.0,84.0,96.0,92.0,77.0,73.0,72.0,67.0,78.0
Inventory Days,526.0,617.0,624.0,644.0,824.0,877.0,663.0,739.0,,,,
Days Payable,230.0,239.0,196.0,167.0,177.0,210.0,138.0,130.0,,,,
Cash Conversion Cycle,80.0,85.0,70.0,380.0,463.0,524.0,569.0,725.0,740.0,597.0,676.0,78.0
Working Capital Days,152.0,147.0,151.0,180.0,236.0,294.0,295.0,340.0,352.0,326.0,335.0,377.0
ROCE %,27.0,26.0,24.0,26.0,27.0,14.0,14.0,16.0,8.0,6.0,9.0,3.0
