metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,33.0,16.0,31.0,36.0,30.0,26.0,20.0,26.0
Inventory Days,31.0,33.0,41.0,33.0,31.0,32.0,34.0,41.0
Days Payable,39.0,34.0,55.0,47.0,35.0,47.0,47.0,49.0
Cash Conversion Cycle,26.0,14.0,18.0,22.0,27.0,11.0,7.0,18.0
Working Capital Days,-2.0,-5.0,13.0,5.0,4.0,2.0,-1.0,2.0
ROCE %,23.0,21.0,16.0,20.0,24.0,28.0,25.0,
