metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,131.0,105.0,119.0,117.0,125.0,159.0,159.0
Inventory Days,312.0,503.0,434.0,430.0,331.0,286.0,485.0
Days Payable,201.0,152.0,185.0,190.0,150.0,135.0,151.0
Cash Conversion Cycle,242.0,456.0,368.0,357.0,306.0,310.0,493.0
Working Capital Days,159.0,177.0,161.0,152.0,166.0,193.0,369.0
ROCE %,32.0,21.0,26.0,28.0,28.0,18.0,
