metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,61.0,62.0,67.0,75.0,63.0,64.0,72.0,71.0,57.0,72.0,74.0,74.0
Inventory Days,105.0,118.0,107.0,83.0,89.0,93.0,128.0,122.0,101.0,90.0,97.0,90.0
Days Payable,69.0,87.0,86.0,93.0,66.0,88.0,121.0,90.0,69.0,84.0,82.0,94.0
Cash Conversion Cycle,97.0,93.0,88.0,66.0,86.0,69.0,78.0,103.0,89.0,77.0,89.0,70.0
Working Capital Days,50.0,46.0,65.0,76.0,74.0,59.0,65.0,77.0,68.0,69.0,77.0,165.0
ROCE %,26.0,26.0,23.0,19.0,27.0,28.0,24.0,19.0,15.0,9.0,13.0,15.0
