metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,83.0,68.0,74.0,101.0,76.0,56.0,40.0,43.0,38.0,39.0,66.0,107.0
Inventory Days,129.0,143.0,138.0,174.0,171.0,146.0,170.0,138.0,122.0,108.0,78.0,77.0
Days Payable,126.0,82.0,88.0,139.0,91.0,51.0,76.0,85.0,64.0,78.0,125.0,176.0
Cash Conversion Cycle,85.0,129.0,124.0,136.0,157.0,151.0,134.0,97.0,96.0,70.0,20.0,8.0
Working Capital Days,21.0,42.0,60.0,81.0,64.0,31.0,-6.0,-57.0,-48.0,-39.0,47.0,118.0
ROCE %,63.0,57.0,52.0,34.0,34.0,32.0,25.0,21.0,29.0,38.0,41.0,36.0
