metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,58.0,71.0,59.0,101.0,85.0,62.0,73.0,64.0,91.0,75.0,80.0,76.0
Inventory Days,28.0,32.0,30.0,41.0,27.0,31.0,41.0,41.0,49.0,54.0,64.0,48.0
Days Payable,75.0,90.0,76.0,141.0,110.0,76.0,101.0,84.0,118.0,105.0,120.0,100.0
Cash Conversion Cycle,11.0,13.0,13.0,1.0,3.0,17.0,14.0,21.0,23.0,24.0,24.0,24.0
Working Capital Days,7.0,13.0,7.0,12.0,9.0,-8.0,-8.0,-12.0,-5.0,-16.0,-10.0,1.0
ROCE %,18.0,17.0,17.0,19.0,20.0,14.0,13.0,17.0,15.0,18.0,19.0,21.0
