metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Inventory Days,,,,,,,
Days Payable,,,,,,,
Cash Conversion Cycle,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Working Capital Days,-4.0,-15.0,-6.0,-5.0,-3.0,-2.0,-5.0
ROCE %,8.0,1.0,8.0,9.0,9.0,8.0,
