metric,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2025,Mar 2026
Debtor Days,107.0,74.0,90.0,83.0,119.0,85.0,107.0,107.0
Inventory Days,110.0,77.0,93.0,58.0,94.0,78.0,91.0,89.0
Days Payable,136.0,100.0,109.0,103.0,155.0,127.0,91.0,106.0
Cash Conversion Cycle,82.0,50.0,73.0,38.0,58.0,36.0,107.0,90.0
Working Capital Days,15.0,7.0,16.0,4.0,29.0,22.0,62.0,136.0
ROCE %,41.0,28.0,20.0,6.0,15.0,28.0,,
