metric,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Debtor Days,75.0,80.0,83.0,81.0,66.0,62.0,42.0,38.0,39.0,51.0
Inventory Days,112.0,125.0,137.0,130.0,161.0,116.0,157.0,169.0,150.0,164.0
Days Payable,55.0,71.0,67.0,67.0,63.0,90.0,101.0,92.0,74.0,75.0
Cash Conversion Cycle,133.0,134.0,153.0,144.0,164.0,88.0,97.0,116.0,116.0,140.0
Working Capital Days,47.0,43.0,56.0,55.0,63.0,39.0,47.0,44.0,44.0,65.0
ROCE %,29.0,24.0,25.0,17.0,15.0,21.0,26.0,25.0,22.0,
