metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,36.0,48.0,41.0,46.0,46.0,43.0,33.0,33.0,34.0,40.0,47.0,44.0
Inventory Days,102.0,123.0,125.0,135.0,125.0,146.0,127.0,128.0,84.0,73.0,79.0,82.0
Days Payable,103.0,140.0,152.0,201.0,204.0,212.0,149.0,130.0,99.0,97.0,120.0,114.0
Cash Conversion Cycle,34.0,32.0,13.0,-20.0,-33.0,-24.0,11.0,31.0,19.0,16.0,7.0,12.0
Working Capital Days,-25.0,-6.0,-22.0,-31.0,-20.0,-42.0,-33.0,-7.0,-2.0,-60.0,-83.0,-85.0
ROCE %,20.0,23.0,22.0,21.0,20.0,19.0,20.0,19.0,17.0,19.0,19.0,19.0
