metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,37.0,42.0,37.0,45.0,47.0,52.0,46.0,70.0,54.0,51.0,62.0,20.0
Inventory Days,287.0,267.0,306.0,258.0,287.0,312.0,270.0,368.0,258.0,231.0,224.0,269.0
Days Payable,402.0,447.0,522.0,441.0,458.0,490.0,488.0,565.0,438.0,456.0,395.0,318.0
Cash Conversion Cycle,-78.0,-138.0,-178.0,-138.0,-124.0,-127.0,-173.0,-127.0,-126.0,-174.0,-109.0,-28.0
Working Capital Days,-41.0,-84.0,-37.0,-3.0,-14.0,-38.0,-56.0,-18.0,35.0,-10.0,-32.0,-15.0
ROCE %,7.0,8.0,8.0,5.0,5.0,4.0,7.0,3.0,-4.0,-1.0,-5.0,1.0
