metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,25.0,42.0,40.0,40.0,39.0,50.0,60.0,43.0,33.0,28.0,30.0,33.0
Inventory Days,325.0,437.0,356.0,299.0,161.0,171.0,594.0,335.0,913.0,1952.0,10759.0,
Days Payable,109.0,103.0,120.0,101.0,88.0,117.0,327.0,162.0,318.0,398.0,1622.0,
Cash Conversion Cycle,241.0,376.0,276.0,238.0,111.0,104.0,327.0,217.0,627.0,1581.0,9168.0,33.0
Working Capital Days,13.0,-37.0,-42.0,-137.0,-116.0,-85.0,-12.0,-15.0,-24.0,-36.0,17.0,-64.0
ROCE %,5.0,4.0,8.0,7.0,11.0,10.0,5.0,8.0,8.0,6.0,8.0,8.0
