metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,83.0,97.0,116.0,86.0,129.0,115.0,136.0,105.0,105.0,99.0
Inventory Days,76.0,89.0,95.0,148.0,123.0,150.0,131.0,139.0,119.0,149.0
Days Payable,148.0,154.0,168.0,146.0,172.0,158.0,157.0,119.0,103.0,99.0
Cash Conversion Cycle,11.0,31.0,43.0,88.0,80.0,107.0,111.0,125.0,121.0,149.0
Working Capital Days,46.0,64.0,28.0,34.0,51.0,141.0,139.0,79.0,123.0,116.0
ROCE %,38.0,34.0,27.0,33.0,24.0,21.0,16.0,20.0,32.0,
