metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,200.0,150.0,64.0,61.0,52.0,70.0,53.0
Inventory Days,14.0,24.0,34.0,20.0,32.0,28.0,16.0
Days Payable,292.0,249.0,145.0,197.0,146.0,112.0,118.0
Cash Conversion Cycle,-78.0,-75.0,-46.0,-117.0,-62.0,-13.0,-49.0
Working Capital Days,22.0,44.0,34.0,-22.0,24.0,89.0,158.0
ROCE %,25.0,64.0,59.0,47.0,32.0,20.0,
