metric,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,30.0,13.0,18.0,16.0,23.0,15.0,17.0,18.0,21.0,24.0,28.0,28.0
Inventory Days,79.0,67.0,75.0,82.0,73.0,74.0,77.0,76.0,69.0,81.0,79.0,69.0
Days Payable,29.0,40.0,10.0,12.0,14.0,17.0,18.0,21.0,15.0,18.0,17.0,13.0
Cash Conversion Cycle,79.0,41.0,83.0,86.0,82.0,72.0,76.0,73.0,75.0,87.0,90.0,84.0
Working Capital Days,10.0,14.0,21.0,30.0,29.0,42.0,44.0,31.0,44.0,56.0,56.0,96.0
ROCE %,10.0,19.0,15.0,9.0,11.0,28.0,30.0,18.0,16.0,11.0,13.0,
