metric,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
ROE %,10.0,11.0,12.0,6.0,5.0,-1.0,7.0,9.0,5.0,5.0
