metric,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,43.0,7.0,11.0,18.0,18.0,8.0,10.0,13.0,3.0,4.0,9.0,32.0
Inventory Days,33.0,23.0,34.0,31.0,17.0,107.0,208.0,195.0,182.0,95.0,196.0,534.0
Days Payable,163.0,158.0,169.0,127.0,119.0,77.0,63.0,18.0,50.0,162.0,49.0,535.0
Cash Conversion Cycle,-86.0,-128.0,-124.0,-79.0,-85.0,37.0,155.0,189.0,135.0,-63.0,156.0,31.0
Working Capital Days,-66.0,-120.0,-123.0,-79.0,-95.0,54.0,130.0,89.0,16.0,-10.0,-1.0,-108.0
ROCE %,26.0,18.0,13.0,12.0,7.0,6.0,34.0,81.0,78.0,37.0,27.0,
