metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,27.0,28.0,24.0,31.0,31.0,27.0,38.0,31.0,30.0,30.0,36.0,32.0
Inventory Days,129.0,106.0,131.0,120.0,107.0,138.0,144.0,120.0,121.0,124.0,144.0,120.0
Days Payable,82.0,96.0,93.0,91.0,81.0,92.0,130.0,78.0,65.0,87.0,105.0,110.0
Cash Conversion Cycle,74.0,37.0,61.0,60.0,56.0,73.0,52.0,74.0,85.0,67.0,74.0,42.0
Working Capital Days,20.0,-3.0,10.0,22.0,16.0,21.0,-14.0,40.0,47.0,26.0,17.0,4.0
ROCE %,23.0,26.0,26.0,23.0,21.0,17.0,14.0,11.0,10.0,10.0,9.0,9.0
