metric,Mar 2012,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,0.0,48.0,4.0,3.0,3.0,3.0,,,,,,
Inventory Days,114.0,72.0,55.0,63.0,,,,,,,,
Days Payable,70.0,43.0,43.0,48.0,,,,,,,,
Cash Conversion Cycle,0.0,48.0,48.0,31.0,15.0,18.0,,,,,,
Working Capital Days,-1934.0,-3228.0,-28.0,41.0,24.0,57.0,,,,,,
ROCE %,-12.0,-35.0,-146.0,-94.0,-1.0,-5.0,3.0,36.0,13.0,-5.0,,
