metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,114.0,135.0,130.0,111.0,136.0,181.0,168.0
Inventory Days,151.0,196.0,153.0,190.0,124.0,196.0,221.0
Days Payable,172.0,267.0,228.0,189.0,204.0,206.0,235.0
Cash Conversion Cycle,93.0,64.0,54.0,113.0,57.0,172.0,154.0
Working Capital Days,-39.0,-52.0,-30.0,-18.0,-20.0,67.0,55.0
ROCE %,11.0,11.0,12.0,16.0,21.0,18.0,
