metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory Days,132.0,131.0,140.0,135.0,124.0,155.0,216.0,224.0,199.0,163.0,169.0,145.0
Days Payable,54.0,61.0,83.0,73.0,56.0,64.0,97.0,97.0,112.0,127.0,88.0,72.0
Cash Conversion Cycle,78.0,70.0,57.0,62.0,68.0,91.0,119.0,126.0,87.0,36.0,81.0,73.0
Working Capital Days,37.0,32.0,22.0,38.0,36.0,41.0,94.0,76.0,38.0,14.0,1.0,1.0
ROCE %,26.0,18.0,25.0,35.0,29.0,18.0,4.0,5.0,5.0,1.0,8.0,13.0
