metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,67.0,67.0,80.0,59.0,100.0,68.0,53.0,61.0,61.0,68.0,63.0,63.0
Inventory Days,3.0,3.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,2.0,6.0,2.0,2.0
Days Payable,90.0,84.0,96.0,87.0,89.0,80.0,84.0,,,,,
Cash Conversion Cycle,-20.0,-14.0,80.0,59.0,100.0,68.0,53.0,-35.0,-24.0,-15.0,-15.0,-19.0
Working Capital Days,9.0,-1.0,8.0,-11.0,24.0,-4.0,-18.0,-17.0,-34.0,-47.0,-21.0,-10.0
ROCE %,44.0,42.0,35.0,39.0,46.0,51.0,39.0,44.0,39.0,36.0,29.0,31.0
