metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,5.0,6.0,10.0,16.0,19.0,12.0,15.0,12.0,12.0,13.0,16.0,20.0
Inventory Days,66.0,90.0,84.0,83.0,63.0,67.0,102.0,83.0,87.0,95.0,85.0,88.0
Days Payable,74.0,117.0,132.0,146.0,100.0,87.0,136.0,123.0,91.0,111.0,108.0,84.0
Cash Conversion Cycle,-2.0,-21.0,-38.0,-46.0,-18.0,-9.0,-19.0,-27.0,7.0,-3.0,-8.0,25.0
Working Capital Days,-64.0,-148.0,-179.0,-179.0,-108.0,-158.0,-58.0,-56.0,-66.0,-53.0,-68.0,-66.0
ROCE %,9.0,10.0,10.0,11.0,12.0,11.0,8.0,8.0,9.0,10.0,10.0,10.0
