metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,34.0,32.0,31.0,38.0,38.0,12.0,24.0,31.0,15.0,28.0,40.0,35.0
Inventory Days,129.0,146.0,107.0,158.0,146.0,109.0,202.0,143.0,105.0,125.0,116.0,111.0
Days Payable,90.0,74.0,70.0,92.0,94.0,67.0,142.0,118.0,73.0,71.0,74.0,68.0
Cash Conversion Cycle,73.0,104.0,69.0,104.0,91.0,54.0,84.0,56.0,48.0,81.0,82.0,78.0
Working Capital Days,29.0,41.0,44.0,41.0,28.0,8.0,-69.0,-74.0,-31.0,-7.0,17.0,23.0
ROCE %,19.0,20.0,22.0,4.0,6.0,-4.0,-20.0,-16.0,9.0,24.0,27.0,31.0
