metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,196.0,185.0,184.0,176.0,161.0,189.0,170.0,145.0,145.0,133.0,140.0,170.0
Inventory Days,321.0,401.0,407.0,305.0,275.0,204.0,233.0,230.0,240.0,257.0,273.0,265.0
Days Payable,111.0,112.0,108.0,91.0,89.0,126.0,155.0,139.0,124.0,128.0,100.0,93.0
Cash Conversion Cycle,406.0,473.0,483.0,390.0,347.0,267.0,248.0,237.0,261.0,262.0,313.0,342.0
Working Capital Days,52.0,8.0,63.0,125.0,134.0,119.0,47.0,4.0,28.0,18.0,85.0,135.0
ROCE %,20.0,20.0,23.0,25.0,30.0,26.0,28.0,27.0,30.0,35.0,39.0,37.0
