metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,126.0,61.0,85.0,75.0,61.0,63.0,47.0,50.0
Inventory Days,,,,,,,,
Days Payable,,,,,,,,
Cash Conversion Cycle,126.0,61.0,85.0,75.0,61.0,63.0,47.0,50.0
Working Capital Days,-10.0,-8.0,-25.0,-16.0,-3.0,-10.0,0.0,-2.0
ROCE %,33.0,41.0,52.0,51.0,43.0,44.0,37.0,
