metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,93.0,82.0,100.0,75.0,92.0,91.0,92.0
Inventory Days,107.0,80.0,86.0,63.0,62.0,77.0,91.0
Days Payable,316.0,292.0,329.0,263.0,274.0,332.0,330.0
Cash Conversion Cycle,-116.0,-129.0,-144.0,-126.0,-120.0,-165.0,-147.0
Working Capital Days,28.0,33.0,45.0,30.0,52.0,48.0,41.0
ROCE %,30.0,22.0,27.0,35.0,35.0,29.0,
