metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,18.0,16.0,20.0,16.0,29.0,19.0,27.0,27.0,29.0,25.0,30.0,18.0
Inventory Days,16.0,14.0,14.0,16.0,19.0,24.0,30.0,26.0,27.0,25.0,27.0,31.0
Days Payable,50.0,51.0,62.0,56.0,54.0,58.0,88.0,76.0,73.0,80.0,77.0,88.0
Cash Conversion Cycle,-16.0,-20.0,-29.0,-24.0,-5.0,-15.0,-32.0,-23.0,-17.0,-30.0,-20.0,-40.0
Working Capital Days,-15.0,-12.0,-17.0,-15.0,6.0,-10.0,-21.0,-14.0,-7.0,-17.0,-11.0,-31.0
ROCE %,50.0,54.0,48.0,45.0,39.0,27.0,24.0,18.0,23.0,29.0,30.0,35.0
