metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,31.0,25.0,20.0,14.0,30.0,25.0,57.0,45.0,37.0,31.0,29.0,23.0
Inventory Days,58.0,50.0,73.0,42.0,52.0,42.0,76.0,53.0,44.0,50.0,49.0,50.0
Days Payable,108.0,71.0,85.0,96.0,88.0,90.0,162.0,150.0,96.0,85.0,99.0,100.0
Cash Conversion Cycle,-19.0,5.0,8.0,-39.0,-6.0,-22.0,-30.0,-52.0,-16.0,-4.0,-21.0,-26.0
Working Capital Days,-41.0,-23.0,-21.0,-54.0,-13.0,-31.0,-44.0,-52.0,-34.0,-45.0,-37.0,-49.0
ROCE %,8.0,17.0,15.0,17.0,16.0,9.0,5.0,6.0,11.0,15.0,14.0,14.0
