metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,26.0,30.0,24.0,25.0,25.0,52.0,43.0,17.0,19.0,29.0,27.0,21.0
Inventory Days,370.0,308.0,274.0,199.0,243.0,370.0,207.0,170.0,180.0,222.0,211.0,156.0
Days Payable,77.0,82.0,90.0,87.0,89.0,97.0,107.0,143.0,92.0,103.0,75.0,72.0
Cash Conversion Cycle,319.0,255.0,209.0,137.0,179.0,325.0,144.0,44.0,107.0,148.0,163.0,105.0
Working Capital Days,-68.0,-137.0,-172.0,-87.0,-51.0,-24.0,-78.0,-39.0,-41.0,-20.0,-18.0,-28.0
ROCE %,5.0,-6.0,-2.0,3.0,9.0,8.0,11.0,24.0,6.0,8.0,7.0,8.0
