nse_symbol,year,metric,value
ARVINDFASN,Mar 2019,Debtor Days,69.0
ARVINDFASN,Mar 2020,Debtor Days,79.0
ARVINDFASN,Mar 2021,Debtor Days,104.0
ARVINDFASN,Mar 2022,Debtor Days,68.0
ARVINDFASN,Mar 2023,Debtor Days,50.0
ARVINDFASN,Mar 2024,Debtor Days,55.0
ARVINDFASN,Mar 2025,Debtor Days,58.0
ARVINDFASN,Mar 2026,Debtor Days,52.0
ARVINDFASN,Mar 2017,Inventory Days,495.0
ARVINDFASN,Mar 2018,Inventory Days,134.0
ARVINDFASN,Mar 2019,Inventory Days,189.0
ARVINDFASN,Mar 2020,Inventory Days,239.0
ARVINDFASN,Mar 2021,Inventory Days,230.0
ARVINDFASN,Mar 2022,Inventory Days,177.0
ARVINDFASN,Mar 2023,Inventory Days,173.0
ARVINDFASN,Mar 2024,Inventory Days,163.0
ARVINDFASN,Mar 2025,Inventory Days,183.0
ARVINDFASN,Mar 2026,Inventory Days,211.0
ARVINDFASN,Mar 2017,Days Payable,392.0
ARVINDFASN,Mar 2018,Days Payable,197.0
ARVINDFASN,Mar 2019,Days Payable,198.0
ARVINDFASN,Mar 2020,Days Payable,243.0
ARVINDFASN,Mar 2021,Days Payable,264.0
ARVINDFASN,Mar 2022,Days Payable,224.0
ARVINDFASN,Mar 2023,Days Payable,180.0
ARVINDFASN,Mar 2024,Days Payable,168.0
ARVINDFASN,Mar 2025,Days Payable,199.0
ARVINDFASN,Mar 2026,Days Payable,211.0
ARVINDFASN,Mar 2017,Cash Conversion Cycle,173.0
ARVINDFASN,Mar 2018,Cash Conversion Cycle,5.0
ARVINDFASN,Mar 2019,Cash Conversion Cycle,60.0
ARVINDFASN,Mar 2020,Cash Conversion Cycle,75.0
ARVINDFASN,Mar 2021,Cash Conversion Cycle,69.0
ARVINDFASN,Mar 2022,Cash Conversion Cycle,22.0
ARVINDFASN,Mar 2023,Cash Conversion Cycle,44.0
ARVINDFASN,Mar 2024,Cash Conversion Cycle,51.0
ARVINDFASN,Mar 2025,Cash Conversion Cycle,42.0
ARVINDFASN,Mar 2026,Cash Conversion Cycle,52.0
ARVINDFASN,Mar 2017,Working Capital Days,5.0
ARVINDFASN,Mar 2018,Working Capital Days,24.0
ARVINDFASN,Mar 2019,Working Capital Days,25.0
ARVINDFASN,Mar 2020,Working Capital Days,-14.0
ARVINDFASN,Mar 2021,Working Capital Days,-1.0
ARVINDFASN,Mar 2022,Working Capital Days,21.0
ARVINDFASN,Mar 2023,Working Capital Days,16.0
ARVINDFASN,Mar 2024,Working Capital Days,26.0
ARVINDFASN,Mar 2025,Working Capital Days,29.0
ARVINDFASN,Mar 2026,Working Capital Days,35.0
ARVINDFASN,Mar 2017,ROCE %,7.0
ARVINDFASN,Mar 2018,ROCE %,7.0
ARVINDFASN,Mar 2019,ROCE %,-6.0
ARVINDFASN,Mar 2020,ROCE %,-8.0
ARVINDFASN,Mar 2021,ROCE %,1.0
ARVINDFASN,Mar 2022,ROCE %,14.0
ARVINDFASN,Mar 2023,ROCE %,14.0
ARVINDFASN,Mar 2024,ROCE %,17.0
ARVINDFASN,Mar 2025,ROCE %,19.0
ARVINDFASN,Mar 2026,ROCE %,
ASAHIINDIA,Mar 2015,Debtor Days,46.0
ASAHIINDIA,Mar 2016,Debtor Days,44.0
ASAHIINDIA,Mar 2017,Debtor Days,38.0
ASAHIINDIA,Mar 2018,Debtor Days,45.0
ASAHIINDIA,Mar 2019,Debtor Days,34.0
ASAHIINDIA,Mar 2020,Debtor Days,36.0
ASAHIINDIA,Mar 2021,Debtor Days,40.0
ASAHIINDIA,Mar 2022,Debtor Days,28.0
ASAHIINDIA,Mar 2023,Debtor Days,31.0
ASAHIINDIA,Mar 2024,Debtor Days,30.0
ASAHIINDIA,Mar 2025,Debtor Days,35.0
ASAHIINDIA,Mar 2026,Debtor Days,37.0
ASAHIINDIA,Mar 2015,Inventory Days,250.0
ASAHIINDIA,Mar 2016,Inventory Days,236.0
ASAHIINDIA,Mar 2017,Inventory Days,252.0
ASAHIINDIA,Mar 2018,Inventory Days,240.0
ASAHIINDIA,Mar 2019,Inventory Days,273.0
ASAHIINDIA,Mar 2020,Inventory Days,310.0
ASAHIINDIA,Mar 2021,Inventory Days,284.0
ASAHIINDIA,Mar 2022,Inventory Days,285.0
ASAHIINDIA,Mar 2023,Inventory Days,271.0
ASAHIINDIA,Mar 2024,Inventory Days,221.0
ASAHIINDIA,Mar 2025,Inventory Days,243.0
ASAHIINDIA,Mar 2026,Inventory Days,302.0
ASAHIINDIA,Mar 2015,Days Payable,139.0
ASAHIINDIA,Mar 2016,Days Payable,132.0
ASAHIINDIA,Mar 2017,Days Payable,161.0
ASAHIINDIA,Mar 2018,Days Payable,230.0
ASAHIINDIA,Mar 2019,Days Payable,252.0
ASAHIINDIA,Mar 2020,Days Payable,248.0
ASAHIINDIA,Mar 2021,Days Payable,277.0
ASAHIINDIA,Mar 2022,Days Payable,246.0
ASAHIINDIA,Mar 2023,Days Payable,225.0
ASAHIINDIA,Mar 2024,Days Payable,190.0
ASAHIINDIA,Mar 2025,Days Payable,219.0
ASAHIINDIA,Mar 2026,Days Payable,219.0
ASAHIINDIA,Mar 2015,Cash Conversion Cycle,158.0
ASAHIINDIA,Mar 2016,Cash Conversion Cycle,148.0
ASAHIINDIA,Mar 2017,Cash Conversion Cycle,129.0
ASAHIINDIA,Mar 2018,Cash Conversion Cycle,56.0
ASAHIINDIA,Mar 2019,Cash Conversion Cycle,55.0
ASAHIINDIA,Mar 2020,Cash Conversion Cycle,98.0
ASAHIINDIA,Mar 2021,Cash Conversion Cycle,47.0
ASAHIINDIA,Mar 2022,Cash Conversion Cycle,67.0
ASAHIINDIA,Mar 2023,Cash Conversion Cycle,77.0
ASAHIINDIA,Mar 2024,Cash Conversion Cycle,61.0
ASAHIINDIA,Mar 2025,Cash Conversion Cycle,60.0
ASAHIINDIA,Mar 2026,Cash Conversion Cycle,120.0
ASAHIINDIA,Mar 2015,Working Capital Days,-19.0
ASAHIINDIA,Mar 2016,Working Capital Days,-28.0
ASAHIINDIA,Mar 2017,Working Capital Days,2.0
ASAHIINDIA,Mar 2018,Working Capital Days,-17.0
ASAHIINDIA,Mar 2019,Working Capital Days,-31.0
ASAHIINDIA,Mar 2020,Working Capital Days,-35.0
ASAHIINDIA,Mar 2021,Working Capital Days,-31.0
ASAHIINDIA,Mar 2022,Working Capital Days,7.0
ASAHIINDIA,Mar 2023,Working Capital Days,1.0
ASAHIINDIA,Mar 2024,Working Capital Days,-11.0
ASAHIINDIA,Mar 2025,Working Capital Days,-1.0
ASAHIINDIA,Mar 2026,Working Capital Days,33.0
ASAHIINDIA,Mar 2015,ROCE %,12.0
ASAHIINDIA,Mar 2016,ROCE %,17.0
ASAHIINDIA,Mar 2017,ROCE %,19.0
ASAHIINDIA,Mar 2018,ROCE %,17.0
ASAHIINDIA,Mar 2019,ROCE %,16.0
ASAHIINDIA,Mar 2020,ROCE %,11.0
ASAHIINDIA,Mar 2021,ROCE %,11.0
ASAHIINDIA,Mar 2022,ROCE %,21.0
ASAHIINDIA,Mar 2023,ROCE %,21.0
ASAHIINDIA,Mar 2024,ROCE %,15.0
ASAHIINDIA,Mar 2025,ROCE %,12.0
ASAHIINDIA,Mar 2026,ROCE %,12.0
ASHAPURMIN,Mar 2015,Debtor Days,56.0
ASHAPURMIN,Mar 2016,Debtor Days,61.0
ASHAPURMIN,Mar 2017,Debtor Days,103.0
ASHAPURMIN,Mar 2018,Debtor Days,95.0
ASHAPURMIN,Mar 2019,Debtor Days,61.0
ASHAPURMIN,Mar 2020,Debtor Days,202.0
ASHAPURMIN,Mar 2021,Debtor Days,92.0
ASHAPURMIN,Mar 2022,Debtor Days,89.0
ASHAPURMIN,Mar 2023,Debtor Days,98.0
ASHAPURMIN,Mar 2024,Debtor Days,37.0
ASHAPURMIN,Mar 2025,Debtor Days,73.0
ASHAPURMIN,Mar 2026,Debtor Days,70.0
ASHAPURMIN,Mar 2015,Inventory Days,287.0
ASHAPURMIN,Mar 2016,Inventory Days,269.0
ASHAPURMIN,Mar 2017,Inventory Days,329.0
ASHAPURMIN,Mar 2018,Inventory Days,285.0
ASHAPURMIN,Mar 2019,Inventory Days,226.0
ASHAPURMIN,Mar 2020,Inventory Days,532.0
ASHAPURMIN,Mar 2021,Inventory Days,364.0
ASHAPURMIN,Mar 2022,Inventory Days,453.0
ASHAPURMIN,Mar 2023,Inventory Days,447.0
ASHAPURMIN,Mar 2024,Inventory Days,390.0
ASHAPURMIN,Mar 2025,Inventory Days,506.0
ASHAPURMIN,Mar 2026,Inventory Days,153.0
ASHAPURMIN,Mar 2015,Days Payable,267.0
ASHAPURMIN,Mar 2016,Days Payable,258.0
ASHAPURMIN,Mar 2017,Days Payable,265.0
ASHAPURMIN,Mar 2018,Days Payable,187.0
ASHAPURMIN,Mar 2019,Days Payable,168.0
ASHAPURMIN,Mar 2020,Days Payable,328.0
ASHAPURMIN,Mar 2021,Days Payable,461.0
ASHAPURMIN,Mar 2022,Days Payable,387.0
ASHAPURMIN,Mar 2023,Days Payable,475.0
ASHAPURMIN,Mar 2024,Days Payable,415.0
ASHAPURMIN,Mar 2025,Days Payable,477.0
ASHAPURMIN,Mar 2026,Days Payable,245.0
ASHAPURMIN,Mar 2015,Cash Conversion Cycle,76.0
ASHAPURMIN,Mar 2016,Cash Conversion Cycle,72.0
ASHAPURMIN,Mar 2017,Cash Conversion Cycle,166.0
ASHAPURMIN,Mar 2018,Cash Conversion Cycle,193.0
ASHAPURMIN,Mar 2019,Cash Conversion Cycle,120.0
ASHAPURMIN,Mar 2020,Cash Conversion Cycle,406.0
ASHAPURMIN,Mar 2021,Cash Conversion Cycle,-5.0
ASHAPURMIN,Mar 2022,Cash Conversion Cycle,154.0
ASHAPURMIN,Mar 2023,Cash Conversion Cycle,70.0
ASHAPURMIN,Mar 2024,Cash Conversion Cycle,12.0
ASHAPURMIN,Mar 2025,Cash Conversion Cycle,103.0
ASHAPURMIN,Mar 2026,Cash Conversion Cycle,-22.0
ASHAPURMIN,Mar 2015,Working Capital Days,-125.0
ASHAPURMIN,Mar 2016,Working Capital Days,-118.0
ASHAPURMIN,Mar 2017,Working Capital Days,-266.0
ASHAPURMIN,Mar 2018,Working Capital Days,-214.0
ASHAPURMIN,Mar 2019,Working Capital Days,-405.0
ASHAPURMIN,Mar 2020,Working Capital Days,-32.0
ASHAPURMIN,Mar 2021,Working Capital Days,35.0
ASHAPURMIN,Mar 2022,Working Capital Days,35.0
ASHAPURMIN,Mar 2023,Working Capital Days,56.0
ASHAPURMIN,Mar 2024,Working Capital Days,21.0
ASHAPURMIN,Mar 2025,Working Capital Days,36.0
ASHAPURMIN,Mar 2026,Working Capital Days,25.0
ASHAPURMIN,Mar 2015,ROCE %,211.0
ASHAPURMIN,Mar 2016,ROCE %,153.0
ASHAPURMIN,Mar 2017,ROCE %,10.0
ASHAPURMIN,Mar 2018,ROCE %,0.0
ASHAPURMIN,Mar 2019,ROCE %,-42.0
ASHAPURMIN,Mar 2020,ROCE %,-14.0
ASHAPURMIN,Mar 2021,ROCE %,16.0
ASHAPURMIN,Mar 2022,ROCE %,12.0
ASHAPURMIN,Mar 2023,ROCE %,16.0
ASHAPURMIN,Mar 2024,ROCE %,17.0
ASHAPURMIN,Mar 2025,ROCE %,19.0
ASHAPURMIN,Mar 2026,ROCE %,21.0
ASHOKA,Mar 2015,Debtor Days,57.0
ASHOKA,Mar 2016,Debtor Days,67.0
ASHOKA,Mar 2017,Debtor Days,44.0
ASHOKA,Mar 2018,Debtor Days,70.0
ASHOKA,Mar 2019,Debtor Days,78.0
ASHOKA,Mar 2020,Debtor Days,67.0
ASHOKA,Mar 2021,Debtor Days,66.0
ASHOKA,Mar 2022,Debtor Days,46.0
ASHOKA,Mar 2023,Debtor Days,41.0
ASHOKA,Mar 2024,Debtor Days,39.0
ASHOKA,Mar 2025,Debtor Days,44.0
ASHOKA,Mar 2026,Debtor Days,78.0
ASHOKA,Mar 2015,Inventory Days,443.0
ASHOKA,Mar 2016,Inventory Days,220.0
ASHOKA,Mar 2017,Inventory Days,184.0
ASHOKA,Mar 2018,Inventory Days,103.0
ASHOKA,Mar 2019,Inventory Days,137.0
ASHOKA,Mar 2020,Inventory Days,123.0
ASHOKA,Mar 2021,Inventory Days,108.0
ASHOKA,Mar 2022,Inventory Days,77.0
ASHOKA,Mar 2023,Inventory Days,71.0
ASHOKA,Mar 2024,Inventory Days,67.0
ASHOKA,Mar 2025,Inventory Days,33.0
ASHOKA,Mar 2026,Inventory Days,
ASHOKA,Mar 2015,Days Payable,223.0
ASHOKA,Mar 2016,Days Payable,351.0
ASHOKA,Mar 2017,Days Payable,285.0
ASHOKA,Mar 2018,Days Payable,229.0
ASHOKA,Mar 2019,Days Payable,232.0
ASHOKA,Mar 2020,Days Payable,206.0
ASHOKA,Mar 2021,Days Payable,206.0
ASHOKA,Mar 2022,Days Payable,146.0
ASHOKA,Mar 2023,Days Payable,160.0
ASHOKA,Mar 2024,Days Payable,157.0
ASHOKA,Mar 2025,Days Payable,69.0
ASHOKA,Mar 2026,Days Payable,
ASHOKA,Mar 2015,Cash Conversion Cycle,57.0
ASHOKA,Mar 2016,Cash Conversion Cycle,287.0
ASHOKA,Mar 2017,Cash Conversion Cycle,-87.0
ASHOKA,Mar 2018,Cash Conversion Cycle,-31.0
ASHOKA,Mar 2019,Cash Conversion Cycle,-48.0
ASHOKA,Mar 2020,Cash Conversion Cycle,-28.0
ASHOKA,Mar 2021,Cash Conversion Cycle,-17.0
ASHOKA,Mar 2022,Cash Conversion Cycle,-52.0
ASHOKA,Mar 2023,Cash Conversion Cycle,-28.0
ASHOKA,Mar 2024,Cash Conversion Cycle,-49.0
ASHOKA,Mar 2025,Cash Conversion Cycle,-46.0
ASHOKA,Mar 2026,Cash Conversion Cycle,42.0
ASHOKA,Mar 2015,Working Capital Days,-20.0
ASHOKA,Mar 2016,Working Capital Days,-11.0
ASHOKA,Mar 2017,Working Capital Days,-113.0
ASHOKA,Mar 2018,Working Capital Days,-120.0
ASHOKA,Mar 2019,Working Capital Days,-94.0
ASHOKA,Mar 2020,Working Capital Days,-129.0
ASHOKA,Mar 2021,Working Capital Days,-83.0
ASHOKA,Mar 2022,Working Capital Days,35.0
ASHOKA,Mar 2023,Working Capital Days,-48.0
ASHOKA,Mar 2024,Working Capital Days,-54.0
ASHOKA,Mar 2025,Working Capital Days,3.0
ASHOKA,Mar 2026,Working Capital Days,142.0
ASHOKA,Mar 2015,ROCE %,7.0
ASHOKA,Mar 2016,ROCE %,11.0
ASHOKA,Mar 2017,ROCE %,12.0
ASHOKA,Mar 2018,ROCE %,18.0
ASHOKA,Mar 2019,ROCE %,20.0
ASHOKA,Mar 2020,ROCE %,20.0
ASHOKA,Mar 2021,ROCE %,20.0
ASHOKA,Mar 2022,ROCE %,25.0
ASHOKA,Mar 2023,ROCE %,28.0
ASHOKA,Mar 2024,ROCE %,27.0
ASHOKA,Mar 2025,ROCE %,40.0
ASHOKA,Mar 2026,ROCE %,27.0
ASHOKLEY,Mar 2015,Debtor Days,31.0
ASHOKLEY,Mar 2016,Debtor Days,25.0
ASHOKLEY,Mar 2017,Debtor Days,20.0
ASHOKLEY,Mar 2018,Debtor Days,14.0
ASHOKLEY,Mar 2019,Debtor Days,30.0
ASHOKLEY,Mar 2020,Debtor Days,25.0
ASHOKLEY,Mar 2021,Debtor Days,57.0
ASHOKLEY,Mar 2022,Debtor Days,45.0
ASHOKLEY,Mar 2023,Debtor Days,37.0
ASHOKLEY,Mar 2024,Debtor Days,31.0
ASHOKLEY,Mar 2025,Debtor Days,25.0
ASHOKLEY,Mar 2026,Debtor Days,20.0
ASHOKLEY,Mar 2015,Inventory Days,58.0
ASHOKLEY,Mar 2016,Inventory Days,50.0
ASHOKLEY,Mar 2017,Inventory Days,73.0
ASHOKLEY,Mar 2018,Inventory Days,42.0
ASHOKLEY,Mar 2019,Inventory Days,52.0
ASHOKLEY,Mar 2020,Inventory Days,42.0
ASHOKLEY,Mar 2021,Inventory Days,76.0
ASHOKLEY,Mar 2022,Inventory Days,53.0
ASHOKLEY,Mar 2023,Inventory Days,44.0
ASHOKLEY,Mar 2024,Inventory Days,50.0
ASHOKLEY,Mar 2025,Inventory Days,49.0
ASHOKLEY,Mar 2026,Inventory Days,50.0
ASHOKLEY,Mar 2015,Days Payable,108.0
ASHOKLEY,Mar 2016,Days Payable,71.0
ASHOKLEY,Mar 2017,Days Payable,85.0
ASHOKLEY,Mar 2018,Days Payable,96.0
ASHOKLEY,Mar 2019,Days Payable,88.0
ASHOKLEY,Mar 2020,Days Payable,90.0
ASHOKLEY,Mar 2021,Days Payable,162.0
ASHOKLEY,Mar 2022,Days Payable,150.0
ASHOKLEY,Mar 2023,Days Payable,96.0
ASHOKLEY,Mar 2024,Days Payable,85.0
ASHOKLEY,Mar 2025,Days Payable,99.0
ASHOKLEY,Mar 2026,Days Payable,100.0
ASHOKLEY,Mar 2015,Cash Conversion Cycle,-19.0
ASHOKLEY,Mar 2016,Cash Conversion Cycle,5.0
ASHOKLEY,Mar 2017,Cash Conversion Cycle,8.0
ASHOKLEY,Mar 2018,Cash Conversion Cycle,-39.0
ASHOKLEY,Mar 2019,Cash Conversion Cycle,-6.0
ASHOKLEY,Mar 2020,Cash Conversion Cycle,-22.0
ASHOKLEY,Mar 2021,Cash Conversion Cycle,-30.0
ASHOKLEY,Mar 2022,Cash Conversion Cycle,-52.0
ASHOKLEY,Mar 2023,Cash Conversion Cycle,-16.0
ASHOKLEY,Mar 2024,Cash Conversion Cycle,-4.0
ASHOKLEY,Mar 2025,Cash Conversion Cycle,-24.0
ASHOKLEY,Mar 2026,Cash Conversion Cycle,-30.0
ASHOKLEY,Mar 2015,Working Capital Days,-41.0
ASHOKLEY,Mar 2016,Working Capital Days,-23.0
ASHOKLEY,Mar 2017,Working Capital Days,-21.0
ASHOKLEY,Mar 2018,Working Capital Days,-54.0
ASHOKLEY,Mar 2019,Working Capital Days,-13.0
ASHOKLEY,Mar 2020,Working Capital Days,-31.0
ASHOKLEY,Mar 2021,Working Capital Days,-44.0
ASHOKLEY,Mar 2022,Working Capital Days,-52.0
ASHOKLEY,Mar 2023,Working Capital Days,-34.0
ASHOKLEY,Mar 2024,Working Capital Days,-45.0
ASHOKLEY,Mar 2025,Working Capital Days,-32.0
ASHOKLEY,Mar 2026,Working Capital Days,-1.0
ASHOKLEY,Mar 2015,ROCE %,8.0
ASHOKLEY,Mar 2016,ROCE %,17.0
ASHOKLEY,Mar 2017,ROCE %,15.0
ASHOKLEY,Mar 2018,ROCE %,17.0
ASHOKLEY,Mar 2019,ROCE %,16.0
ASHOKLEY,Mar 2020,ROCE %,9.0
ASHOKLEY,Mar 2021,ROCE %,5.0
ASHOKLEY,Mar 2022,ROCE %,6.0
ASHOKLEY,Mar 2023,ROCE %,11.0
ASHOKLEY,Mar 2024,ROCE %,15.0
ASHOKLEY,Mar 2025,ROCE %,14.0
ASHOKLEY,Mar 2026,ROCE %,14.0
ASIANPAINT,Mar 2015,Debtor Days,32.0
ASIANPAINT,Mar 2016,Debtor Days,30.0
ASIANPAINT,Mar 2017,Debtor Days,35.0
ASIANPAINT,Mar 2018,Debtor Days,38.0
ASIANPAINT,Mar 2019,Debtor Days,36.0
ASIANPAINT,Mar 2020,Debtor Days,32.0
ASIANPAINT,Mar 2021,Debtor Days,44.0
ASIANPAINT,Mar 2022,Debtor Days,49.0
ASIANPAINT,Mar 2023,Debtor Days,49.0
ASIANPAINT,Mar 2024,Debtor Days,50.0
ASIANPAINT,Mar 2025,Debtor Days,46.0
ASIANPAINT,Mar 2026,Debtor Days,46.0
ASIANPAINT,Mar 2015,Inventory Days,123.0
ASIANPAINT,Mar 2016,Inventory Days,108.0
ASIANPAINT,Mar 2017,Inventory Days,138.0
ASIANPAINT,Mar 2018,Inventory Days,117.0
ASIANPAINT,Mar 2019,Inventory Days,119.0
ASIANPAINT,Mar 2020,Inventory Days,127.0
ASIANPAINT,Mar 2021,Inventory Days,134.0
ASIANPAINT,Mar 2022,Inventory Days,142.0
ASIANPAINT,Mar 2023,Inventory Days,121.0
ASIANPAINT,Mar 2024,Inventory Days,122.0
ASIANPAINT,Mar 2025,Inventory Days,142.0
ASIANPAINT,Mar 2026,Inventory Days,105.0
ASIANPAINT,Mar 2015,Days Payable,84.0
ASIANPAINT,Mar 2016,Days Payable,84.0
ASIANPAINT,Mar 2017,Days Payable,101.0
ASIANPAINT,Mar 2018,Days Payable,95.0
ASIANPAINT,Mar 2019,Days Payable,90.0
ASIANPAINT,Mar 2020,Days Payable,80.0
ASIANPAINT,Mar 2021,Days Payable,119.0
ASIANPAINT,Mar 2022,Days Payable,96.0
ASIANPAINT,Mar 2023,Days Payable,71.0
ASIANPAINT,Mar 2024,Days Payable,79.0
ASIANPAINT,Mar 2025,Days Payable,81.0
ASIANPAINT,Mar 2026,Days Payable,70.0
ASIANPAINT,Mar 2015,Cash Conversion Cycle,70.0
ASIANPAINT,Mar 2016,Cash Conversion Cycle,54.0
ASIANPAINT,Mar 2017,Cash Conversion Cycle,72.0
ASIANPAINT,Mar 2018,Cash Conversion Cycle,60.0
ASIANPAINT,Mar 2019,Cash Conversion Cycle,65.0
ASIANPAINT,Mar 2020,Cash Conversion Cycle,79.0
ASIANPAINT,Mar 2021,Cash Conversion Cycle,59.0
ASIANPAINT,Mar 2022,Cash Conversion Cycle,94.0
ASIANPAINT,Mar 2023,Cash Conversion Cycle,99.0
ASIANPAINT,Mar 2024,Cash Conversion Cycle,93.0
ASIANPAINT,Mar 2025,Cash Conversion Cycle,107.0
ASIANPAINT,Mar 2026,Cash Conversion Cycle,80.0
ASIANPAINT,Mar 2015,Working Capital Days,11.0
ASIANPAINT,Mar 2016,Working Capital Days,15.0
ASIANPAINT,Mar 2017,Working Capital Days,22.0
ASIANPAINT,Mar 2018,Working Capital Days,22.0
ASIANPAINT,Mar 2019,Working Capital Days,16.0
ASIANPAINT,Mar 2020,Working Capital Days,34.0
ASIANPAINT,Mar 2021,Working Capital Days,37.0
ASIANPAINT,Mar 2022,Working Capital Days,57.0
ASIANPAINT,Mar 2023,Working Capital Days,54.0
ASIANPAINT,Mar 2024,Working Capital Days,49.0
ASIANPAINT,Mar 2025,Working Capital Days,52.0
ASIANPAINT,Mar 2026,Working Capital Days,102.0
ASIANPAINT,Mar 2015,ROCE %,42.0
ASIANPAINT,Mar 2016,ROCE %,42.0
ASIANPAINT,Mar 2017,ROCE %,38.0
ASIANPAINT,Mar 2018,ROCE %,36.0
ASIANPAINT,Mar 2019,ROCE %,33.0
ASIANPAINT,Mar 2020,ROCE %,33.0
ASIANPAINT,Mar 2021,ROCE %,34.0
ASIANPAINT,Mar 2022,ROCE %,29.0
ASIANPAINT,Mar 2023,ROCE %,34.0
ASIANPAINT,Mar 2024,ROCE %,38.0
ASIANPAINT,Mar 2025,ROCE %,26.0
ASIANPAINT,Mar 2026,ROCE %,26.0
ASKAUTOLTD,Mar 2019,Debtor Days,33.0
ASKAUTOLTD,Mar 2020,Debtor Days,16.0
ASKAUTOLTD,Mar 2021,Debtor Days,31.0
ASKAUTOLTD,Mar 2022,Debtor Days,36.0
ASKAUTOLTD,Mar 2023,Debtor Days,30.0
ASKAUTOLTD,Mar 2024,Debtor Days,26.0
ASKAUTOLTD,Mar 2025,Debtor Days,20.0
ASKAUTOLTD,Mar 2026,Debtor Days,26.0
ASKAUTOLTD,Mar 2019,Inventory Days,31.0
ASKAUTOLTD,Mar 2020,Inventory Days,33.0
ASKAUTOLTD,Mar 2021,Inventory Days,41.0
ASKAUTOLTD,Mar 2022,Inventory Days,33.0
ASKAUTOLTD,Mar 2023,Inventory Days,31.0
ASKAUTOLTD,Mar 2024,Inventory Days,32.0
ASKAUTOLTD,Mar 2025,Inventory Days,34.0
ASKAUTOLTD,Mar 2026,Inventory Days,41.0
ASKAUTOLTD,Mar 2019,Days Payable,39.0
ASKAUTOLTD,Mar 2020,Days Payable,34.0
ASKAUTOLTD,Mar 2021,Days Payable,55.0
ASKAUTOLTD,Mar 2022,Days Payable,47.0
ASKAUTOLTD,Mar 2023,Days Payable,35.0
ASKAUTOLTD,Mar 2024,Days Payable,47.0
ASKAUTOLTD,Mar 2025,Days Payable,47.0
ASKAUTOLTD,Mar 2026,Days Payable,49.0
ASKAUTOLTD,Mar 2019,Cash Conversion Cycle,26.0
ASKAUTOLTD,Mar 2020,Cash Conversion Cycle,14.0
ASKAUTOLTD,Mar 2021,Cash Conversion Cycle,18.0
ASKAUTOLTD,Mar 2022,Cash Conversion Cycle,22.0
ASKAUTOLTD,Mar 2023,Cash Conversion Cycle,27.0
ASKAUTOLTD,Mar 2024,Cash Conversion Cycle,11.0
ASKAUTOLTD,Mar 2025,Cash Conversion Cycle,7.0
ASKAUTOLTD,Mar 2026,Cash Conversion Cycle,18.0
ASKAUTOLTD,Mar 2019,Working Capital Days,-2.0
ASKAUTOLTD,Mar 2020,Working Capital Days,-5.0
ASKAUTOLTD,Mar 2021,Working Capital Days,13.0
ASKAUTOLTD,Mar 2022,Working Capital Days,5.0
ASKAUTOLTD,Mar 2023,Working Capital Days,4.0
ASKAUTOLTD,Mar 2024,Working Capital Days,2.0
ASKAUTOLTD,Mar 2025,Working Capital Days,-1.0
ASKAUTOLTD,Mar 2026,Working Capital Days,2.0
ASKAUTOLTD,Mar 2019,ROCE %,23.0
ASKAUTOLTD,Mar 2020,ROCE %,21.0
ASKAUTOLTD,Mar 2021,ROCE %,16.0
ASKAUTOLTD,Mar 2022,ROCE %,20.0
ASKAUTOLTD,Mar 2023,ROCE %,24.0
ASKAUTOLTD,Mar 2024,ROCE %,28.0
ASKAUTOLTD,Mar 2025,ROCE %,25.0
ASKAUTOLTD,Mar 2026,ROCE %,
ASTERDM,Mar 2015,Debtor Days,83.0
ASTERDM,Mar 2016,Debtor Days,93.0
ASTERDM,Mar 2017,Debtor Days,79.0
ASTERDM,Mar 2018,Debtor Days,84.0
ASTERDM,Mar 2019,Debtor Days,93.0
ASTERDM,Mar 2020,Debtor Days,100.0
ASTERDM,Mar 2021,Debtor Days,86.0
ASTERDM,Mar 2022,Debtor Days,72.0
ASTERDM,Mar 2023,Debtor Days,285.0
ASTERDM,Mar 2024,Debtor Days,23.0
ASTERDM,Mar 2025,Debtor Days,23.0
ASTERDM,Mar 2026,Debtor Days,24.0
ASTERDM,Mar 2015,Inventory Days,93.0
ASTERDM,Mar 2016,Inventory Days,92.0
ASTERDM,Mar 2017,Inventory Days,102.0
ASTERDM,Mar 2018,Inventory Days,111.0
ASTERDM,Mar 2019,Inventory Days,110.0
ASTERDM,Mar 2020,Inventory Days,138.0
ASTERDM,Mar 2021,Inventory Days,122.0
ASTERDM,Mar 2022,Inventory Days,129.0
ASTERDM,Mar 2023,Inventory Days,612.0
ASTERDM,Mar 2024,Inventory Days,44.0
ASTERDM,Mar 2025,Inventory Days,36.0
ASTERDM,Mar 2026,Inventory Days,32.0
ASTERDM,Mar 2015,Days Payable,178.0
ASTERDM,Mar 2016,Days Payable,187.0
ASTERDM,Mar 2017,Days Payable,151.0
ASTERDM,Mar 2018,Days Payable,150.0
ASTERDM,Mar 2019,Days Payable,153.0
ASTERDM,Mar 2020,Days Payable,303.0
ASTERDM,Mar 2021,Days Payable,290.0
ASTERDM,Mar 2022,Days Payable,267.0
ASTERDM,Mar 2023,Days Payable,1400.0
ASTERDM,Mar 2024,Days Payable,183.0
ASTERDM,Mar 2025,Days Payable,166.0
ASTERDM,Mar 2026,Days Payable,168.0
ASTERDM,Mar 2015,Cash Conversion Cycle,-2.0
