metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,62.0,56.0,43.0,39.0,35.0,39.0,37.0
Inventory Days,71.0,91.0,72.0,69.0,61.0,59.0,81.0
Days Payable,34.0,19.0,17.0,35.0,29.0,44.0,63.0
Cash Conversion Cycle,99.0,128.0,98.0,72.0,67.0,54.0,56.0
Working Capital Days,50.0,62.0,49.0,31.0,40.0,34.0,43.0
ROCE %,15.0,18.0,16.0,22.0,20.0,28.0,
