metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Inventory Days,77.0,87.0,96.0,140.0,143.0,139.0,149.0,139.0,127.0,127.0,164.0,142.0
Days Payable,9.0,14.0,27.0,17.0,21.0,9.0,3.0,1.0,3.0,2.0,3.0,1.0
Cash Conversion Cycle,68.0,73.0,69.0,123.0,122.0,130.0,146.0,138.0,125.0,125.0,162.0,142.0
Working Capital Days,16.0,24.0,21.0,22.0,25.0,34.0,52.0,53.0,38.0,36.0,54.0,36.0
ROCE %,-1.0,13.0,15.0,16.0,17.0,21.0,25.0,11.0,17.0,20.0,14.0,25.0
