metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Inventory Days,84.0,82.0,76.0,76.0,78.0,101.0,113.0,112.0,117.0,111.0,106.0,99.0
Days Payable,34.0,29.0,25.0,27.0,31.0,37.0,22.0,30.0,27.0,21.0,24.0,22.0
Cash Conversion Cycle,51.0,53.0,51.0,51.0,48.0,65.0,91.0,82.0,91.0,92.0,83.0,79.0
Working Capital Days,16.0,12.0,14.0,13.0,8.0,25.0,46.0,100.0,58.0,58.0,54.0,49.0
ROCE %,11.0,19.0,13.0,12.0,9.0,13.0,10.0,5.0,7.0,10.0,13.0,
