metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,98.0,120.0,116.0,98.0,96.0,122.0,121.0
Inventory Days,99.0,27.0,82.0,98.0,82.0,130.0,134.0
Days Payable,119.0,120.0,179.0,175.0,96.0,201.0,194.0
Cash Conversion Cycle,78.0,27.0,19.0,22.0,82.0,51.0,61.0
Working Capital Days,24.0,-8.0,7.0,-21.0,39.0,9.0,74.0
ROCE %,16.0,35.0,28.0,28.0,19.0,29.0,
