metric,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,91.0,78.0,83.0,94.0,86.0,71.0,77.0,92.0,117.0,154.0,131.0,129.0
Inventory Days,132.0,153.0,160.0,161.0,199.0,263.0,304.0,309.0,423.0,368.0,346.0,390.0
Days Payable,125.0,172.0,187.0,224.0,231.0,243.0,246.0,216.0,383.0,467.0,460.0,434.0
Cash Conversion Cycle,98.0,59.0,57.0,31.0,53.0,91.0,134.0,184.0,157.0,55.0,18.0,85.0
Working Capital Days,-19.0,-12.0,24.0,6.0,-2.0,-31.0,8.0,71.0,3.0,-68.0,-63.0,-17.0
ROCE %,12.0,9.0,12.0,8.0,13.0,13.0,10.0,9.0,6.0,6.0,6.0,4.0
