metric,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,83.0,83.0,69.0,36.0,54.0,56.0,70.0,72.0
Inventory Days,337.0,208.0,215.0,349.0,348.0,314.0,312.0,247.0
Days Payable,36.0,20.0,26.0,43.0,52.0,90.0,87.0,80.0
Cash Conversion Cycle,384.0,270.0,258.0,342.0,350.0,280.0,295.0,238.0
Working Capital Days,-16.0,23.0,-0.0,23.0,31.0,44.0,61.0,83.0
ROCE %,30.0,32.0,35.0,37.0,43.0,38.0,33.0,
