metric,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026
Debtor Days,76.0,86.0,78.0,72.0,108.0,142.0,139.0
Inventory Days,93.0,109.0,119.0,139.0,146.0,102.0,108.0
Days Payable,110.0,112.0,98.0,116.0,178.0,196.0,199.0
Cash Conversion Cycle,60.0,83.0,99.0,95.0,76.0,49.0,48.0
Working Capital Days,20.0,51.0,30.0,42.0,36.0,37.0,107.0
ROCE %,15.0,16.0,15.0,10.0,12.0,17.0,
